"Abstract"	"Refid"	"Title"	"content"
"Canine infection by vector-borne hemoparasites is frequent in tropical and sub-tropical areas where exposure to hematophageous ectoparasites is intensive. A reverse line blot (RLB) assay was designed to improve the simultaneous detection of all named canine piroplasm species combined with other vector-borne pathogens of dogs including Ehrlichia canis, Hepatozoon canis and Leishmania infantum common in the Mediterranean basin. Blood samples of 110 dogs from Spain (n= 21), Portugal (n= 14) and Israel (n= 75) were analyzed. The study evaluated 2 groups of dogs, 49 dogs with piroplasm infection detected by blood smear microscopy from Portugal, Spain and Israel, and 61 dogs surveyed from rural areas in Israel, for which infection status with vector-borne pathogens was unknown. Among the dogs previously diagnosed with piroplasmosis, infection with Babesia canis, Babesia vogeli, Babesia gibsoni and Theileria annae was detected in the Iberian dogs while only B vogeli was found in Israeli dogs. These differences are attributed to the absence of tick vectors for some piroplasm species such as Dermacentor reticulatus in Israel. Eleven (79%) of the Babesia-positive dogs from Portugal were co-infected with other pathogens including L infantum, H canis and E canis. Eight of 61 (13%) rural Israeli dogs were co-infected with two or more pathogens including B vogeli, L infantum, E canis, and H canis. Triple infections were demonstrated in 2 dogs. The RLB detection limit for Babesia was 50-fold lower than that of PCR. This study presents a RLB to simultaneously detect and separate the major vector-borne dog pathogens in southern Europe and the Middle East. ¬"	81906	"Identification of Babesia species infecting dogs using reverse line blot hybridization for six canine piroplasms, and evaluation of co-infection by other vector-borne pathogens"	"Identification of Babesia species infecting dogs using reverse line blot hybridization for six canine piroplasms, and evaluation of co-infection by other vector-borne pathogens | Canine infection by vector-borne hemoparasites is frequent in tropical and sub-tropical areas where exposure to hematophageous ectoparasites is intensive. A reverse line blot (RLB) assay was designed to improve the simultaneous detection of all named canine piroplasm species combined with other vector-borne pathogens of dogs including Ehrlichia canis, Hepatozoon canis and Leishmania infantum common in the Mediterranean basin. Blood samples of 110 dogs from Spain (n= 21), Portugal (n= 14) and Israel (n= 75) were analyzed. The study evaluated 2 groups of dogs, 49 dogs with piroplasm infection detected by blood smear microscopy from Portugal, Spain and Israel, and 61 dogs surveyed from rural areas in Israel, for which infection status with vector-borne pathogens was unknown. Among the dogs previously diagnosed with piroplasmosis, infection with Babesia canis, Babesia vogeli, Babesia gibsoni and Theileria annae was detected in the Iberian dogs while only B vogeli was found in Israeli dogs. These differences are attributed to the absence of tick vectors for some piroplasm species such as Dermacentor reticulatus in Israel. Eleven (79%) of the Babesia-positive dogs from Portugal were co-infected with other pathogens including L infantum, H canis and E canis. Eight of 61 (13%) rural Israeli dogs were co-infected with two or more pathogens including B vogeli, L infantum, E canis, and H canis. Triple infections were demonstrated in 2 dogs. The RLB detection limit for Babesia was 50-fold lower than that of PCR. This study presents a RLB to simultaneously detect and separate the major vector-borne dog pathogens in southern Europe and the Middle East. ¬"
"Background: Although tick-borne diseases are important causes of morbidity and mortality in dogs in tropical areas, there is little information on the agents causing these infections in the Caribbean. Methodology: We used PCRs to test blood from a cross-section of dogs on St Kitts for Ehrlichia (E.) canis, Babesia (B.) spp., Anaplasma (A.) spp. and Hepatozoon (H.) spp. Antibodies against E. canis and A. phagocytophilum/platys were detected using commercial immunochromatography tests. Records of the dogs were examined retrospectively to obtain clinical and laboratory data. Principal findings: There was serological and/or PCR evidence of infections of dogs with E. canis (27%; 46/170), Babesia spp. (24%; 90/372) including B. canis vogeli (12%; 43/372) and B. gibsoni (10%; 36/372), A. platys (11%; 17/157) and H. canis (6%; 15/266). We could not identify the Babesia sp. detected in nine dogs. There was evidence of multiple infections with dual infections with E. canis and B. canis vogeli (8%; 14/179) or B. gibsoni (7%; 11/170) being the most common. There was agreement between immunochromatography and PCR test results for E. canis for 87% of dogs. Only 13% of exposed dogs had signs of a tick-borne disease and 38% had laboratory abnormalities. All 10 dogs presenting for a recheck after treatment of E. canis with doxycycline were apparently healthy although all remained seropositive and six still had laboratory abnormalities despite an average of two treatments with the most recent being around 12 months previously. Infections with Babesia spp. were also mainly subclinical with only 6% (4/67) showing clinical signs and 13% (9/67) having laboratory abnormalities. Similarly, animals with evidence of infections with A. platys and H. canis were largely apparently healthy with only occasional laboratory abnormalities. Conclusions: Dogs are commonly infected with tick-borne pathogens in the Caribbean with most having no clinical signs or laboratory abnormalities. ¬"	81909	"Ehrlichiosis, Babesiosis, Anaplasmosis and Hepatozoonosis in Dogs from St. Kitts, West Indies"	"Ehrlichiosis, Babesiosis, Anaplasmosis and Hepatozoonosis in Dogs from St. Kitts, West Indies | Background: Although tick-borne diseases are important causes of morbidity and mortality in dogs in tropical areas, there is little information on the agents causing these infections in the Caribbean. Methodology: We used PCRs to test blood from a cross-section of dogs on St Kitts for Ehrlichia (E.) canis, Babesia (B.) spp., Anaplasma (A.) spp. and Hepatozoon (H.) spp. Antibodies against E. canis and A. phagocytophilum/platys were detected using commercial immunochromatography tests. Records of the dogs were examined retrospectively to obtain clinical and laboratory data. Principal findings: There was serological and/or PCR evidence of infections of dogs with E. canis (27%; 46/170), Babesia spp. (24%; 90/372) including B. canis vogeli (12%; 43/372) and B. gibsoni (10%; 36/372), A. platys (11%; 17/157) and H. canis (6%; 15/266). We could not identify the Babesia sp. detected in nine dogs. There was evidence of multiple infections with dual infections with E. canis and B. canis vogeli (8%; 14/179) or B. gibsoni (7%; 11/170) being the most common. There was agreement between immunochromatography and PCR test results for E. canis for 87% of dogs. Only 13% of exposed dogs had signs of a tick-borne disease and 38% had laboratory abnormalities. All 10 dogs presenting for a recheck after treatment of E. canis with doxycycline were apparently healthy although all remained seropositive and six still had laboratory abnormalities despite an average of two treatments with the most recent being around 12 months previously. Infections with Babesia spp. were also mainly subclinical with only 6% (4/67) showing clinical signs and 13% (9/67) having laboratory abnormalities. Similarly, animals with evidence of infections with A. platys and H. canis were largely apparently healthy with only occasional laboratory abnormalities. Conclusions: Dogs are commonly infected with tick-borne pathogens in the Caribbean with most having no clinical signs or laboratory abnormalities. ¬"
"Visceral leishmaniosis (VL) is a parasitic disease caused by Leishmania infantum, which is primarily transmitted by phlebotomine sandflies. However, there has been much speculation on the role of other arthropods in the transmission of VL. Thus, the aim of this study was to assess the presence of L. infantum in cats, dogs and their ectoparasites in a VL-endemic area in northeastern Brazil. DNA was extracted from blood samples and ectoparasites, tested by conventional PCR (cPCR) and quantitative real time PCR (qPCR) targeting the L. infantum kinetoplast DNA. A total of 280 blood samples (from five cats and 275 dogs) and 117 ectoparasites from dogs were collected. Animals were apparently healthy and not previously tested by serological or molecular diagnostic methods. Overall, 213 (76.1 %) animals and 51 (43.6 %) ectoparasites were positive to L. infantum, with mean parasite loads of 795.2, 31.9 and 9.1 fg in dogs, cats and ectoparasites, respectively. Concerning the positivity between dogs and their ectoparasites, 32 (15.3 %) positive dogs were parasitized by positive ectoparasites. The overall concordance between the PCR protocols used was 59.2 %, with qPCR being more efficient than cPCR; 34.1 % of all positive samples were exclusively positive by qPCR. The high number of positive animals and ectoparasites also indicates that they could serve as sentinels or indicators of the circulation of L. infantum in risk areas."	81916	"Detection of Leishmania infantum in animals and their ectoparasites by conventional PCR and real time PCR."	"Detection of Leishmania infantum in animals and their ectoparasites by conventional PCR and real time PCR. | Visceral leishmaniosis (VL) is a parasitic disease caused by Leishmania infantum, which is primarily transmitted by phlebotomine sandflies. However, there has been much speculation on the role of other arthropods in the transmission of VL. Thus, the aim of this study was to assess the presence of L. infantum in cats, dogs and their ectoparasites in a VL-endemic area in northeastern Brazil. DNA was extracted from blood samples and ectoparasites, tested by conventional PCR (cPCR) and quantitative real time PCR (qPCR) targeting the L. infantum kinetoplast DNA. A total of 280 blood samples (from five cats and 275 dogs) and 117 ectoparasites from dogs were collected. Animals were apparently healthy and not previously tested by serological or molecular diagnostic methods. Overall, 213 (76.1 %) animals and 51 (43.6 %) ectoparasites were positive to L. infantum, with mean parasite loads of 795.2, 31.9 and 9.1 fg in dogs, cats and ectoparasites, respectively. Concerning the positivity between dogs and their ectoparasites, 32 (15.3 %) positive dogs were parasitized by positive ectoparasites. The overall concordance between the PCR protocols used was 59.2 %, with qPCR being more efficient than cPCR; 34.1 % of all positive samples were exclusively positive by qPCR. The high number of positive animals and ectoparasites also indicates that they could serve as sentinels or indicators of the circulation of L. infantum in risk areas."
"The prevalence of asymptomatic leishmaniasis in the general population of Croatia has not been studied to date. To assess the prevalence of Leishmania infantum specific IgG antibodies among immunocompetent residents of Croatia, sera from 2,035 persons (eastern coast of Adriatic Sea, n=1,186; Adriatic islands, n=653; mainland, n=196), were tested by an enzyme immunoassay. A total of 231 (11.4%) persons had anti-Leishmania antibodies. Multivariate analysis revealed that seropositivity was associated with geographic location and age. Residents of coastal areas and islands were significantly more seropositive than mainland residents (odds ratios (OR) 20.37 to 28.51). Moderate to high anti-Leishmania seroprevalence was found throughout the eastern Adriatic coast and islands (4.0% to 22.2%) including the sites previously considered non-endemic. A highly endemic focus was identified in central coastal Dalmatia (seroprevalence 22.2%; OR: 1.72; 95% confidence interval (CI): 1.33-2.22). Regarding age, children aged 0-9 years were the most vulnerable group for asymptomatic Leishmania infection (OR: 2.19; 95% CI: 1.16-4.14). ¬"	81918	"Asymptomatic leishmania infantum infections in humans living in endemic and non-endemic areas of Croatia, 2007 to 2009"	"Asymptomatic leishmania infantum infections in humans living in endemic and non-endemic areas of Croatia, 2007 to 2009 | The prevalence of asymptomatic leishmaniasis in the general population of Croatia has not been studied to date. To assess the prevalence of Leishmania infantum specific IgG antibodies among immunocompetent residents of Croatia, sera from 2,035 persons (eastern coast of Adriatic Sea, n=1,186; Adriatic islands, n=653; mainland, n=196), were tested by an enzyme immunoassay. A total of 231 (11.4%) persons had anti-Leishmania antibodies. Multivariate analysis revealed that seropositivity was associated with geographic location and age. Residents of coastal areas and islands were significantly more seropositive than mainland residents (odds ratios (OR) 20.37 to 28.51). Moderate to high anti-Leishmania seroprevalence was found throughout the eastern Adriatic coast and islands (4.0% to 22.2%) including the sites previously considered non-endemic. A highly endemic focus was identified in central coastal Dalmatia (seroprevalence 22.2%; OR: 1.72; 95% confidence interval (CI): 1.33-2.22). Regarding age, children aged 0-9 years were the most vulnerable group for asymptomatic Leishmania infection (OR: 2.19; 95% CI: 1.16-4.14). ¬"
"Background: Only limited information is currently available on the prevalence of vector borne and zoonotic pathogens in dogs and ticks in Nigeria. The aim of this study was to use molecular techniques to detect and characterize vector borne pathogens in dogs and ticks from Nigeria. Methodology/Principal Findings: Blood samples and ticks (Rhipicephalus sanguineus, Rhipicephalus turanicus and Heamaphysalis leachi) collected from 181 dogs from Nigeria were molecularly screened for human and animal vector-borne pathogens by PCR and sequencing. DNA of Hepatozoon canis (41.4%), Ehrlichia canis (12.7%), Rickettsia spp. (8.8%), Babesia rossi (6.6%), Anaplasma platys (6.6%), Babesia vogeli (0.6%) and Theileria sp. (0.6%) was detected in the blood samples. DNA of E. canis (23.7%), H. canis (21.1%), Rickettsia spp. (10.5%), Candidatus Neoehrlichia mikurensis (5.3%) and A. platys (1.9%) was detected in 258 ticks collected from 42 of the 181 dogs. Co- infections with two pathogens were present in 37% of the dogs examined and one dog was co-infected with 3 pathogens. DNA of Rickettsia conorii israelensis was detected in one dog and Rhipicephalus sanguineus tick. DNA of another human pathogen, Candidatus N. mikurensis was detected in Rhipicephalus sanguineus and Heamaphysalis leachi ticks, and is the first description of Candidatus N. mikurensis in Africa. The Theileria sp. DNA detected in a local dog in this study had 98% sequence identity to Theileria ovis from sheep. Conclusions/Significance: The results of this study indicate that human and animal pathogens are abundant in dogs and their ticks in Nigeria and portray the potential high risk of human exposure to infection with these agents. ¬"	81924	"Molecular Detection and Characterization of Tick-borne Pathogens in Dogs and Ticks from Nigeria"	"Molecular Detection and Characterization of Tick-borne Pathogens in Dogs and Ticks from Nigeria | Background: Only limited information is currently available on the prevalence of vector borne and zoonotic pathogens in dogs and ticks in Nigeria. The aim of this study was to use molecular techniques to detect and characterize vector borne pathogens in dogs and ticks from Nigeria. Methodology/Principal Findings: Blood samples and ticks (Rhipicephalus sanguineus, Rhipicephalus turanicus and Heamaphysalis leachi) collected from 181 dogs from Nigeria were molecularly screened for human and animal vector-borne pathogens by PCR and sequencing. DNA of Hepatozoon canis (41.4%), Ehrlichia canis (12.7%), Rickettsia spp. (8.8%), Babesia rossi (6.6%), Anaplasma platys (6.6%), Babesia vogeli (0.6%) and Theileria sp. (0.6%) was detected in the blood samples. DNA of E. canis (23.7%), H. canis (21.1%), Rickettsia spp. (10.5%), Candidatus Neoehrlichia mikurensis (5.3%) and A. platys (1.9%) was detected in 258 ticks collected from 42 of the 181 dogs. Co- infections with two pathogens were present in 37% of the dogs examined and one dog was co-infected with 3 pathogens. DNA of Rickettsia conorii israelensis was detected in one dog and Rhipicephalus sanguineus tick. DNA of another human pathogen, Candidatus N. mikurensis was detected in Rhipicephalus sanguineus and Heamaphysalis leachi ticks, and is the first description of Candidatus N. mikurensis in Africa. The Theileria sp. DNA detected in a local dog in this study had 98% sequence identity to Theileria ovis from sheep. Conclusions/Significance: The results of this study indicate that human and animal pathogens are abundant in dogs and their ticks in Nigeria and portray the potential high risk of human exposure to infection with these agents. ¬"
"The Spanish distribution of canine leishmaniasis (CanL) is heterogeneous and very few data are available for the north of the country, including the province of Lleida (Catalonia, Spain). This work describes the results obtained from a questionnaire sent to veterinarians throughout the province of Lleida. The majority of veterinarians (25/32, 78.1%) believed CanL cases were increasing and that the dogs had been infected locally (30/32, 93.8%). Also, a cross-sectional study was performed on the seroprevalence of CanL in kennel dogs, with and without compatible clinical signs, in the county of Pallars Sobir√† (Pyrenees of Lleida), where an autochthonous case of CanL had been previously detected. Four serological tests were used (IFAT, ELISA, Western blot, ICF) and dogs that tested positive with at least two immunological methods were considered seropositive and probably infected. 33.1% (48/145) of the dogs were seropositive. The results of a mixed logistic regression model showed that the risk of seropositivity increased with age (OR = 1.35, p-value = 0.002), among dogs living in the southern part of Pallars Sobir√† (OR = 6.20, p-value = 0.025) and among dogs whose owners considered their animals to be at risk of leishmaniasis infection (OR = 1.26, p-value = 0.024) and who were unaware of anti-sand fly preventive methods (OR = 11.6, p-value = 0.009). The risk decreased when dogs lived in an urban-periurban habitat (OR = 0.17, p-value = 0.002). The information gathered in the veterinary questionnaires helped us to define the knowledge, perception and awareness of the disease in a na√Øve region, supporting the hypothesis of an existing CanL focus in Pallars Sobir√†, which was confirmed by the seroepidemiological survey. The seroprevalence study carried out on kennel dogs of local origin proved useful for detecting an autochthonous focus of leishmaniasis through the analysis of a small number of animals. ¬"	81930	"First survey on canine leishmaniasis in a non classical area of the disease in Spain (Lleida, Catalonia) based on a veterinary questionnaire and a cross-sectional study"	"First survey on canine leishmaniasis in a non classical area of the disease in Spain (Lleida, Catalonia) based on a veterinary questionnaire and a cross-sectional study | The Spanish distribution of canine leishmaniasis (CanL) is heterogeneous and very few data are available for the north of the country, including the province of Lleida (Catalonia, Spain). This work describes the results obtained from a questionnaire sent to veterinarians throughout the province of Lleida. The majority of veterinarians (25/32, 78.1%) believed CanL cases were increasing and that the dogs had been infected locally (30/32, 93.8%). Also, a cross-sectional study was performed on the seroprevalence of CanL in kennel dogs, with and without compatible clinical signs, in the county of Pallars Sobir√† (Pyrenees of Lleida), where an autochthonous case of CanL had been previously detected. Four serological tests were used (IFAT, ELISA, Western blot, ICF) and dogs that tested positive with at least two immunological methods were considered seropositive and probably infected. 33.1% (48/145) of the dogs were seropositive. The results of a mixed logistic regression model showed that the risk of seropositivity increased with age (OR = 1.35, p-value = 0.002), among dogs living in the southern part of Pallars Sobir√† (OR = 6.20, p-value = 0.025) and among dogs whose owners considered their animals to be at risk of leishmaniasis infection (OR = 1.26, p-value = 0.024) and who were unaware of anti-sand fly preventive methods (OR = 11.6, p-value = 0.009). The risk decreased when dogs lived in an urban-periurban habitat (OR = 0.17, p-value = 0.002). The information gathered in the veterinary questionnaires helped us to define the knowledge, perception and awareness of the disease in a na√Øve region, supporting the hypothesis of an existing CanL focus in Pallars Sobir√†, which was confirmed by the seroepidemiological survey. The seroprevalence study carried out on kennel dogs of local origin proved useful for detecting an autochthonous focus of leishmaniasis through the analysis of a small number of animals. ¬"
"Clin Microbiol Infect Leishmaniasis is a rare disease in Central Europe and is diagnosed almost exclusively in travellers or migrants coming from tropical or subtropical countries. We conducted an explorative cross-sectional serological study, using a commercial ELISA, in 1048 healthy Austrian individuals to assess the distribution of specific antibodies against Leishmania spp. in humans in Austria. Overall, 47 individuals (4.5%) tested positive, and an additional 32 (3.1%) showed borderline results. After 12months, sera from 42 of the 79 individuals who had initially tested seropositive/borderline were tested by ELISA a second time: 18 were persistently positive, nine were borderline. Those whose sera were persistently positive/borderline were then screened for potential carrier status using a commercial oligochromatographic PCR test to detect parasite DNA. Four samples were PCR positive and were subjected to a second PCR allowing parasite identification after DNA sequencing: two samples were identified as Leishmania donovani/infantum complex and Leishmania (Viannia) guyanensis, respectively. Epidemiological information was obtained with a questionnaire: no correlation was found for the number of holiday trips within the previous 6months, but a significant risk of exposure to Leishmania spp. was found for travel to the New World, particularly to the Caribbean. Our data demonstrate that Leishmania spp. seroprevalence in non-endemic countries has been considerably underestimated."	81931	"Seroprevalence and asymptomatic carriage of Leishmania spp. in Austria, a non-endemic European country"	"Seroprevalence and asymptomatic carriage of Leishmania spp. in Austria, a non-endemic European country | Clin Microbiol Infect Leishmaniasis is a rare disease in Central Europe and is diagnosed almost exclusively in travellers or migrants coming from tropical or subtropical countries. We conducted an explorative cross-sectional serological study, using a commercial ELISA, in 1048 healthy Austrian individuals to assess the distribution of specific antibodies against Leishmania spp. in humans in Austria. Overall, 47 individuals (4.5%) tested positive, and an additional 32 (3.1%) showed borderline results. After 12months, sera from 42 of the 79 individuals who had initially tested seropositive/borderline were tested by ELISA a second time: 18 were persistently positive, nine were borderline. Those whose sera were persistently positive/borderline were then screened for potential carrier status using a commercial oligochromatographic PCR test to detect parasite DNA. Four samples were PCR positive and were subjected to a second PCR allowing parasite identification after DNA sequencing: two samples were identified as Leishmania donovani/infantum complex and Leishmania (Viannia) guyanensis, respectively. Epidemiological information was obtained with a questionnaire: no correlation was found for the number of holiday trips within the previous 6months, but a significant risk of exposure to Leishmania spp. was found for travel to the New World, particularly to the Caribbean. Our data demonstrate that Leishmania spp. seroprevalence in non-endemic countries has been considerably underestimated."
"There are few published studies on various vector borne diseases of dogs in India and most depict clinical infection in dogs, diagnosed by observation of the haemopathogens in stained blood smears. This study provides the first report regarding molecular confirmation and ancestral relationship analysis of blood smears positive cases of assorted haemopathogens in Punjab province of India. On blood smear examination, haemopathogens were observed in 124 out of 778 (15.95%, 95% CI: 13.53-18.68) blood smears. Further polymerase chain reactions (PCR) was used on bloods smear positive cases to validate the results. Out of 778 blood samples, Babesia gibsoni was most common parasite infecting dogs (15.04%, 95% CI: 12.7-17.72), followed by Ehrlichia canis (0.39%, 95% CI: 0.0-1.13), infection of Babesia vogeli and Hepatozoon canis was same (0.26%, 95% CI: 0.0-0.9). Among various risk factors studied (age, sex, season), prevalence of infection was non-significantly higher in 1-2 year of age group (19.88%, 95% CI: 14.45-26.71), regarding sex same prevalence was recorded (15.94%), and chances of infection was highest in pre-monsoon i.e. summer (18.26%, 95% CI: 14.49-22.76). Phylogenetic analysis revealed ancestral background of Ludhiana isolates of B. vogeli, B. gibsoni, H. canis, and E. canis with the isolates of Philippines, Mongolia and Tunisia."	82040	"Critical analysis of vector-borne infections in dogs: Babesia vogeli, Babesia gibsoni, Ehrlichia canis and Hepatozoon canis in Punjab, India"	"Critical analysis of vector-borne infections in dogs: Babesia vogeli, Babesia gibsoni, Ehrlichia canis and Hepatozoon canis in Punjab, India | There are few published studies on various vector borne diseases of dogs in India and most depict clinical infection in dogs, diagnosed by observation of the haemopathogens in stained blood smears. This study provides the first report regarding molecular confirmation and ancestral relationship analysis of blood smears positive cases of assorted haemopathogens in Punjab province of India. On blood smear examination, haemopathogens were observed in 124 out of 778 (15.95%, 95% CI: 13.53-18.68) blood smears. Further polymerase chain reactions (PCR) was used on bloods smear positive cases to validate the results. Out of 778 blood samples, Babesia gibsoni was most common parasite infecting dogs (15.04%, 95% CI: 12.7-17.72), followed by Ehrlichia canis (0.39%, 95% CI: 0.0-1.13), infection of Babesia vogeli and Hepatozoon canis was same (0.26%, 95% CI: 0.0-0.9). Among various risk factors studied (age, sex, season), prevalence of infection was non-significantly higher in 1-2 year of age group (19.88%, 95% CI: 14.45-26.71), regarding sex same prevalence was recorded (15.94%), and chances of infection was highest in pre-monsoon i.e. summer (18.26%, 95% CI: 14.49-22.76). Phylogenetic analysis revealed ancestral background of Ludhiana isolates of B. vogeli, B. gibsoni, H. canis, and E. canis with the isolates of Philippines, Mongolia and Tunisia."
"Visceral leishmaniasis (VL) is a vector-borne disease widespread in the Mediterranean basin, including Cyprus. During the last decades no cases were notified from northern Cyprus, but herein three cases of VL (female: 2, male: 1, median age: 24.6 months) diagnosed during their hospital admission between January 2011 and December 2012 are reported. Diagnosis was based on clinical findings; 1 ? 1/64 titer positivity of immunofluorescence antibodies, Leishmania amastigotes in Giemsa-stained slides of bone marrow, as well as molecular identification confirmed that in all three the infecting pathogen was Leishmania infantum. Fever, splenomegaly, and hepatomegaly were the typical clinical findings. First-line treatment with liposomal amphotericin B (AmBisome; intravenous, 3 mg/kg) on days 1-5, followed by the same on days 10 and 21 yielded a successful outcome with no relapse in all cases. These confirmed VL cases found within 2 years demonstrate the presence of VL on the island. Copyright ¬"	82041	"Case report: Pediatric visceral leishmaniasis caused by leishmania infantum in northern Cyprus"	"Case report: Pediatric visceral leishmaniasis caused by leishmania infantum in northern Cyprus | Visceral leishmaniasis (VL) is a vector-borne disease widespread in the Mediterranean basin, including Cyprus. During the last decades no cases were notified from northern Cyprus, but herein three cases of VL (female: 2, male: 1, median age: 24.6 months) diagnosed during their hospital admission between January 2011 and December 2012 are reported. Diagnosis was based on clinical findings; 1 ? 1/64 titer positivity of immunofluorescence antibodies, Leishmania amastigotes in Giemsa-stained slides of bone marrow, as well as molecular identification confirmed that in all three the infecting pathogen was Leishmania infantum. Fever, splenomegaly, and hepatomegaly were the typical clinical findings. First-line treatment with liposomal amphotericin B (AmBisome; intravenous, 3 mg/kg) on days 1-5, followed by the same on days 10 and 21 yielded a successful outcome with no relapse in all cases. These confirmed VL cases found within 2 years demonstrate the presence of VL on the island. Copyright ¬"
"Cutaneous leishmaniasis (CL) caused by Leishmania major is common in southern Israel, while Leishmania infantum (sub-strain of L. donovani, causing zoonotic visceral leishmaniasis) infections were rarely reported in Israel and only in other regions. We report the first case of L. infantum infection in southern Israel, presented atypically as CL in an immunosuppressed 47-year old male. The patient was treated with liposomal amphotericin-B and recovered, without extra-cutaneous complications. Diagnosis of L. infantum CL was confirmed by microscopic identification of amastigotes in Gimsa-stained smear of skin lesion, positive blood serology and a positive polymerase chain reaction (PCR) amplification of the internal transcribed spacer 1 genes (ITS1) and restriction fragment length polymorphism (ITS1 PCR-RFLP). We also review the medical literature on old-world CL caused by L. infantum. Multiple L. donovani/infantum CL cases were identified in the literature search. These can be divided schematically to two: 1) In several endemic countries, L. infantum strains are the main causative agents of CL; 2) In other regions, CL is almost exclusively caused by L. major or L. tropica, while L. donovani strains CL cases were reported sporadically or as imported disease."	82042	"Cutaneous leishmaniasis caused by Leishmania infantum in Southern Israel"	"Cutaneous leishmaniasis caused by Leishmania infantum in Southern Israel | Cutaneous leishmaniasis (CL) caused by Leishmania major is common in southern Israel, while Leishmania infantum (sub-strain of L. donovani, causing zoonotic visceral leishmaniasis) infections were rarely reported in Israel and only in other regions. We report the first case of L. infantum infection in southern Israel, presented atypically as CL in an immunosuppressed 47-year old male. The patient was treated with liposomal amphotericin-B and recovered, without extra-cutaneous complications. Diagnosis of L. infantum CL was confirmed by microscopic identification of amastigotes in Gimsa-stained smear of skin lesion, positive blood serology and a positive polymerase chain reaction (PCR) amplification of the internal transcribed spacer 1 genes (ITS1) and restriction fragment length polymorphism (ITS1 PCR-RFLP). We also review the medical literature on old-world CL caused by L. infantum. Multiple L. donovani/infantum CL cases were identified in the literature search. These can be divided schematically to two: 1) In several endemic countries, L. infantum strains are the main causative agents of CL; 2) In other regions, CL is almost exclusively caused by L. major or L. tropica, while L. donovani strains CL cases were reported sporadically or as imported disease."
"Leishmaniosis caused by Leishmania infantum is present in Mediterranean countries, with high prevalence in areas of the center and south of Spain. However, in some regions such as Extremadura (in southwest of Spain), data has not been updated since 1997. The aim of this work was (i) to provide information about the distribution of phlebotomine sand fly species in western of Spain (Extremadura region), (ii) to determine risk factors for the presence of sand fly vectors and (iii) to detect Leishmania DNA and identify blood meal sources in wild caught females. During 2012‚Äì2013, sand flies were surveyed using CDC miniature light-traps in 13 of 20 counties in Extremadura. Specimens were identified morphologically and females were used for molecular detection of Leishmania DNA by kDNA, ITS-1 and cyt-B. In addition, blood meals origins were analyzed by a PCR based in vertebrate cyt b gene. A total of 1083 sand flies of both gender were captured and identified. Five species were collected, Phlebotomus perniciosus (60.76%), Sergentomyia minuta (29.92%), P. ariasi (7.11%), P. papatasi (1.48%) and P. sergenti (0.74%). The last three species constitute the first report in Badajoz, the most southern province of Extremadura region. Leishmania DNA was detected in three out of 435 females (one P. pernicious and two S. minuta). Characterization of obtained DNA sequences by phylogenetic analyses revealed close relatedness with Leishmania tarentolae in S. minuta and L. infantum in P. perniciosus. Haematic preferences showed a wide range of hosts, namely: swine, humans, sheep, chickens, horses, donkeys and turkeys. The simultaneous presence of P. perniciosus and P. ariasi vectors, the analysis of blood meals, together with the detection of L. infantum and in S. minuta of L. tarentolae, confirms the ideal conditions for the transmission of this parasitosis in the western of Spain. These results improve the epidemiological knowledge of leishmaniosis and its vectors in this part of Spain, highlighting the need for ongoing entomological and parasitological surveillance. ¬"	82043	"Detection of Leishmania DNA and blood meal sources in phlebotomine sand flies (Diptera: Psychodidae) in western of Spain: Update on distribution and risk factors associated"	"Detection of Leishmania DNA and blood meal sources in phlebotomine sand flies (Diptera: Psychodidae) in western of Spain: Update on distribution and risk factors associated | Leishmaniosis caused by Leishmania infantum is present in Mediterranean countries, with high prevalence in areas of the center and south of Spain. However, in some regions such as Extremadura (in southwest of Spain), data has not been updated since 1997. The aim of this work was (i) to provide information about the distribution of phlebotomine sand fly species in western of Spain (Extremadura region), (ii) to determine risk factors for the presence of sand fly vectors and (iii) to detect Leishmania DNA and identify blood meal sources in wild caught females. During 2012‚Äì2013, sand flies were surveyed using CDC miniature light-traps in 13 of 20 counties in Extremadura. Specimens were identified morphologically and females were used for molecular detection of Leishmania DNA by kDNA, ITS-1 and cyt-B. In addition, blood meals origins were analyzed by a PCR based in vertebrate cyt b gene. A total of 1083 sand flies of both gender were captured and identified. Five species were collected, Phlebotomus perniciosus (60.76%), Sergentomyia minuta (29.92%), P. ariasi (7.11%), P. papatasi (1.48%) and P. sergenti (0.74%). The last three species constitute the first report in Badajoz, the most southern province of Extremadura region. Leishmania DNA was detected in three out of 435 females (one P. pernicious and two S. minuta). Characterization of obtained DNA sequences by phylogenetic analyses revealed close relatedness with Leishmania tarentolae in S. minuta and L. infantum in P. perniciosus. Haematic preferences showed a wide range of hosts, namely: swine, humans, sheep, chickens, horses, donkeys and turkeys. The simultaneous presence of P. perniciosus and P. ariasi vectors, the analysis of blood meals, together with the detection of L. infantum and in S. minuta of L. tarentolae, confirms the ideal conditions for the transmission of this parasitosis in the western of Spain. These results improve the epidemiological knowledge of leishmaniosis and its vectors in this part of Spain, highlighting the need for ongoing entomological and parasitological surveillance. ¬"
