"Abstract"	"Refid"	"Title"	"content"
"Visceral leishmaniasis (VL) serosurvey was carried out on 49 HIV/AIDS patients among 500 asymptomatic HIV/infected patients who registered in the Khorasan Razavi Province during the last 14 years. HIV infections were detected by ELISA and confirmed using western blot assay at the AIDS centre of the Khorasan Razavi Province. All collected sera were screened using the direct agglutination test (DAT). The sera with anti-Leishmania infantum antibodies at a titre of 1:100 were considered positive for VL infection and serum titration was performed from 1:100 to 1:102,400. Nine (18.4%) patients were sero-positive according to DAT. The distribution of sera titrations were as follows: 1:100 (n = 6) 1:1600 (n = 1); 1:25,600 (n = 1) and 1:102,400 (n = 1). All sero-positive cases showed clinical signs and symptoms. The most predominant signs and symptoms of co-infection of visceral leishmaniasis in HIV-positive patients were pneumonia (n = 2), hepatosplenomegaly (n = 2), lymphadenopathy (n = 2), anaemia (n = 1), prolonged fever (n = 1) and cachexia (n = 1). Our finding shows that VL (or kala-azar) is an opportunistic disease in HIV-positive patients that may be occurred in VL endemic areas of Iran. ¬"	81651	"Emergence of co-infection of visceral leishmaniasis in HIV-positive patients in northeast Iran: A preliminary study"	"Emergence of co-infection of visceral leishmaniasis in HIV-positive patients in northeast Iran: A preliminary study | Visceral leishmaniasis (VL) serosurvey was carried out on 49 HIV/AIDS patients among 500 asymptomatic HIV/infected patients who registered in the Khorasan Razavi Province during the last 14 years. HIV infections were detected by ELISA and confirmed using western blot assay at the AIDS centre of the Khorasan Razavi Province. All collected sera were screened using the direct agglutination test (DAT). The sera with anti-Leishmania infantum antibodies at a titre of 1:100 were considered positive for VL infection and serum titration was performed from 1:100 to 1:102,400. Nine (18.4%) patients were sero-positive according to DAT. The distribution of sera titrations were as follows: 1:100 (n = 6) 1:1600 (n = 1); 1:25,600 (n = 1) and 1:102,400 (n = 1). All sero-positive cases showed clinical signs and symptoms. The most predominant signs and symptoms of co-infection of visceral leishmaniasis in HIV-positive patients were pneumonia (n = 2), hepatosplenomegaly (n = 2), lymphadenopathy (n = 2), anaemia (n = 1), prolonged fever (n = 1) and cachexia (n = 1). Our finding shows that VL (or kala-azar) is an opportunistic disease in HIV-positive patients that may be occurred in VL endemic areas of Iran. ¬"
"Background: We anticipated that patients with HIV infection living in endemic areas were at greater risk of infection which can reactivate due to immunosuppression; therefore, we analyzed the prevalence of latent Leishmania infantum infection in patients infected with HIV. Methods: A total of 179 patients with HIV infection were screened for the presence of anti-Leishmania antibodies using indirect immunofluorescent antibody test (IFAT) (Leishmania-spot IF; bioMe¬¥ rieux, Marcy l‚ÄôEtoile, France). All patients were followed up for at least 1 year. The primary end-point was to confirm the presence of Leishmania infection. Results: Significant titer of antibodies to Leishmania was detected in six (3%; 95% confidence interval: 0.5‚Äì5.5%) asymptomatic patients. Two of them had visceral leishmaniasis that was confirmed by parasite visualization in clinical samples, the presence of Leishmania promastigotes in Novy‚ÄìMacNeal‚ÄìNicolle culture, polymerase chain reaction (PCR)-based methods, and/or urinary antigen test. Among 173 patients with indirect immunofluorescent antibody test below 1: 40, one HIV-infected patient severely immunosuppressed, confirmed negative by IFAT, was diagnosed of visceral leishmaniasis. Conclusion: The use of indirect immunofluorescent antibody test for Leishmania screening is not justified in asymptomatic patients with HIV infection living in endemic areas due to the small rate of significant antibody titer and the low frequency of clinical disease. ¬"	81655	"Screening for subclinical leishmania infection in HIV-infected patients living in eastern Spain"	"Screening for subclinical leishmania infection in HIV-infected patients living in eastern Spain | Background: We anticipated that patients with HIV infection living in endemic areas were at greater risk of infection which can reactivate due to immunosuppression; therefore, we analyzed the prevalence of latent Leishmania infantum infection in patients infected with HIV. Methods: A total of 179 patients with HIV infection were screened for the presence of anti-Leishmania antibodies using indirect immunofluorescent antibody test (IFAT) (Leishmania-spot IF; bioMe¬¥ rieux, Marcy l‚ÄôEtoile, France). All patients were followed up for at least 1 year. The primary end-point was to confirm the presence of Leishmania infection. Results: Significant titer of antibodies to Leishmania was detected in six (3%; 95% confidence interval: 0.5‚Äì5.5%) asymptomatic patients. Two of them had visceral leishmaniasis that was confirmed by parasite visualization in clinical samples, the presence of Leishmania promastigotes in Novy‚ÄìMacNeal‚ÄìNicolle culture, polymerase chain reaction (PCR)-based methods, and/or urinary antigen test. Among 173 patients with indirect immunofluorescent antibody test below 1: 40, one HIV-infected patient severely immunosuppressed, confirmed negative by IFAT, was diagnosed of visceral leishmaniasis. Conclusion: The use of indirect immunofluorescent antibody test for Leishmania screening is not justified in asymptomatic patients with HIV infection living in endemic areas due to the small rate of significant antibody titer and the low frequency of clinical disease. ¬"
"Visceral leishmaniasis is an anthropozoonosis that is caused by protozoa of the genus Leishmania, especially Leishmania (Leishmania) infantum, and is transmitted to humans by the bite of sandflies of the genus Lutzomyia, such as Lutzomyia longipalpis. There are many reservoirs, including Canis familiaris. It is a chronic infectious disease with systemic involvement that is characterized by three phases: the initial period, the state period and the final period. The main symptoms are fever, malnutrition, hepatosplenomegaly, and pancytopenia. This article reports a case of a patient diagnosed with visceral leishmaniasis in the final period following autochthonous transmission in the urban area of Rio de Janeiro. The case reported here is considered by the Municipal Civil Defense and Health Surveillance of Rio de Janeiro to be the first instance of autochthonous visceral leishmaniasis in humans in the urban area of this city. The patient was discharged and is undergoing a follow-up at the outpatient clinic, demonstrating clinical improvement."	81669	"First case of autochthonous human visceral leishmaniasis in the urban center of Rio de Janeiro: Case report"	"First case of autochthonous human visceral leishmaniasis in the urban center of Rio de Janeiro: Case report | Visceral leishmaniasis is an anthropozoonosis that is caused by protozoa of the genus Leishmania, especially Leishmania (Leishmania) infantum, and is transmitted to humans by the bite of sandflies of the genus Lutzomyia, such as Lutzomyia longipalpis. There are many reservoirs, including Canis familiaris. It is a chronic infectious disease with systemic involvement that is characterized by three phases: the initial period, the state period and the final period. The main symptoms are fever, malnutrition, hepatosplenomegaly, and pancytopenia. This article reports a case of a patient diagnosed with visceral leishmaniasis in the final period following autochthonous transmission in the urban area of Rio de Janeiro. The case reported here is considered by the Municipal Civil Defense and Health Surveillance of Rio de Janeiro to be the first instance of autochthonous visceral leishmaniasis in humans in the urban area of this city. The patient was discharged and is undergoing a follow-up at the outpatient clinic, demonstrating clinical improvement."
"Background: A two year seroepidemiological study was designed to find out the seroprevalence and risk factors of canine visceral leishmaniasis (CVL) among stray and owned dogs in Tehran and Alborz Provinces of Iran. Methods: Blood samples of 602 dogs living in 11 counties of Tehran and Alborz Provinces were taken by venipuncture in 2008-2010. After separation of blood sera, anti-leishmanial antibodies were detected by direct agglutination test (DAT). Results: Overall, of the 408 and 194 serum samples collected randomly from dogs in 11 localities in Tehran and Alborz Provinces, 18/408 (4.41%) and 12/194 (6.18%) respectively were found positive. Among the localities, Shemiran in Tehran Province and Karaj In Alborz Province had the highest prevalence rates. No statistically significant differences were found between sex and living place but there was significant difference between living status (owned or stray) and CVL infection of dogs in Alborz Province (P= 0.018). The highest seroprevalence (7.5%) was found in dogs aged 3 to 5 years old. Only 20% of the seropositive dogs were symptomatic. Conclusion: Concerning possible human infections in Tehran and Alborz Provinces, both symptomatic and asymptomatic seropositive dogs should be considered as a risk."	81672	"Seroepidemiologic survey of canine visceral leishmaniasis in Tehran and Alborz provinces of Iran"	"Seroepidemiologic survey of canine visceral leishmaniasis in Tehran and Alborz provinces of Iran | Background: A two year seroepidemiological study was designed to find out the seroprevalence and risk factors of canine visceral leishmaniasis (CVL) among stray and owned dogs in Tehran and Alborz Provinces of Iran. Methods: Blood samples of 602 dogs living in 11 counties of Tehran and Alborz Provinces were taken by venipuncture in 2008-2010. After separation of blood sera, anti-leishmanial antibodies were detected by direct agglutination test (DAT). Results: Overall, of the 408 and 194 serum samples collected randomly from dogs in 11 localities in Tehran and Alborz Provinces, 18/408 (4.41%) and 12/194 (6.18%) respectively were found positive. Among the localities, Shemiran in Tehran Province and Karaj In Alborz Province had the highest prevalence rates. No statistically significant differences were found between sex and living place but there was significant difference between living status (owned or stray) and CVL infection of dogs in Alborz Province (P= 0.018). The highest seroprevalence (7.5%) was found in dogs aged 3 to 5 years old. Only 20% of the seropositive dogs were symptomatic. Conclusion: Concerning possible human infections in Tehran and Alborz Provinces, both symptomatic and asymptomatic seropositive dogs should be considered as a risk."
"A case of leishmaniasis with predominantly ocular signs in a cat living in Switzerland and it's treatment is reported. The cat was imported from Spain 4 years earlier and was initially presented with chronic uveitis. Laboratory test results were negative for feline immunodefi ciency virus (FIV), feline infectious peritonitis (FIP), feline leukaemia virus (FeLV) and Toxoplasma gondii, as well as for Bartonella haenselae and Leishmania spp. Twenty-one months later the cat was presented again because of development of keratitis and granulomatous blepharitis. Blood cell count revealed severe Pancytopenia; Cytology of fi ne needle aspirates of granulomatous lesions on both upper eyelids and of a corneal smear revealed intracytoplasmatic microorganisms. A preliminary diagnosis of leishmaniasis was supported by positive polymerase chain reaction from bone marrow and eyelid samples for Leishmania infantum DNA and by a high serum antibody titer for Leishmania spp. Treatment with Allopurinol (10 mg/kg, BID) orally led to rapid improvement of ocular signs, general condition and blood cell count with complete remission of lid and corneal lesions within 2 months of treatment. ¬"	81674	"Ocular signs, diagnosis and long-term treatment with allopurinol in a cat with leishmaniasis"	"Ocular signs, diagnosis and long-term treatment with allopurinol in a cat with leishmaniasis | A case of leishmaniasis with predominantly ocular signs in a cat living in Switzerland and it's treatment is reported. The cat was imported from Spain 4 years earlier and was initially presented with chronic uveitis. Laboratory test results were negative for feline immunodefi ciency virus (FIV), feline infectious peritonitis (FIP), feline leukaemia virus (FeLV) and Toxoplasma gondii, as well as for Bartonella haenselae and Leishmania spp. Twenty-one months later the cat was presented again because of development of keratitis and granulomatous blepharitis. Blood cell count revealed severe Pancytopenia; Cytology of fi ne needle aspirates of granulomatous lesions on both upper eyelids and of a corneal smear revealed intracytoplasmatic microorganisms. A preliminary diagnosis of leishmaniasis was supported by positive polymerase chain reaction from bone marrow and eyelid samples for Leishmania infantum DNA and by a high serum antibody titer for Leishmania spp. Treatment with Allopurinol (10 mg/kg, BID) orally led to rapid improvement of ocular signs, general condition and blood cell count with complete remission of lid and corneal lesions within 2 months of treatment. ¬"
"Visceral leishmaniasis is an endemic disease in many parts of Iran and infected dogs constitute the main domestic reservoirs that play a key role in transmission to humans. The objective of this study was to assess the seroprevalence of canine visceral leishmaniasis (CVL) by enzyme linked immunosorbent assay (ELISA) in southeast of Iran. This survey was carried out from 2009 to 2011 in Kerman, Bam and Baft districts in Kerman province and Zabol in Sistan-Baluchestan province. Blood samples were taken from 201 dogs after complete clinical examination. Following hematological evaluation; collected sera were tested by indirect ELISA method for the presence of anti Leishmania infantum antibodies. Overall seroprevalence was 15.4 %, including 6.4, 3.5, 3 and 2.4 % in Bam, Zabol, Baft and Kerman, respectively. However, seroprevalence of disease was not significantly related to age, gender, presence of clinical signs and hematological disorders. Based to the results of the present study, CVL is endemic in southeastern Iran. Delayed diagnosis and euthanasia of potentially infectious animals may occur with an increased transmission risk to sand flies and subsequently to humans. Implementation of potent screening tests with high validity is essential for rapid detection and successful dog elimination programs in endemic parts of Iran. ¬"	81676	"Seroprevalence of canine visceral leishmaniasis in southeast of Iran"	"Seroprevalence of canine visceral leishmaniasis in southeast of Iran | Visceral leishmaniasis is an endemic disease in many parts of Iran and infected dogs constitute the main domestic reservoirs that play a key role in transmission to humans. The objective of this study was to assess the seroprevalence of canine visceral leishmaniasis (CVL) by enzyme linked immunosorbent assay (ELISA) in southeast of Iran. This survey was carried out from 2009 to 2011 in Kerman, Bam and Baft districts in Kerman province and Zabol in Sistan-Baluchestan province. Blood samples were taken from 201 dogs after complete clinical examination. Following hematological evaluation; collected sera were tested by indirect ELISA method for the presence of anti Leishmania infantum antibodies. Overall seroprevalence was 15.4 %, including 6.4, 3.5, 3 and 2.4 % in Bam, Zabol, Baft and Kerman, respectively. However, seroprevalence of disease was not significantly related to age, gender, presence of clinical signs and hematological disorders. Based to the results of the present study, CVL is endemic in southeastern Iran. Delayed diagnosis and euthanasia of potentially infectious animals may occur with an increased transmission risk to sand flies and subsequently to humans. Implementation of potent screening tests with high validity is essential for rapid detection and successful dog elimination programs in endemic parts of Iran. ¬"
"This study aimed to investigate the occurrence of Lutzomyia longipalpis and also the canine visceral leishmaniasis (CVL) in a rural area of Ilha Solteira, state of S√£o Paulo. Blood samples were collected from 32 dogs from different rural properties (small farms) and were analyzed by ELISA and the indirect immunofluorescence antibody test (IFAT) in order to diagnose CVL. From these serological tests, 31.25% of the dogs were positive for CVL and these were distributed in 66.7% (8/12) of the rural properties, which were positive for L. longipalpis. CDC (Center for Disease Control and Prevention) light traps were installed in 12 properties (one per property) and insects were caught on three consecutive days per month for one year. L. longipalpis was present on 100% of the rural properties visited, at least once during the twelve-month interval, totaling 64 males and 25 females. The insects were more numerous after the peak of the rain, but the association between prevalence of peridomestic vectors and the climatic data (precipitation, relative air humidity and temperature) and the occurrences of CVL among dogs on each rural property were not statistical significant (p < 0.05). However, the occurrence of CVL cases in dogs and the presence of L. longipalpis indicate that more attention is necessairy for the control of this disease in the rural area studied. ¬"	81678	"Occurrence of Lutzomyia longipalpis (Phlebotominae) and canine visceral leishmaniasis in a rural area of Ilha Solteira, SP, Brazil"	"Occurrence of Lutzomyia longipalpis (Phlebotominae) and canine visceral leishmaniasis in a rural area of Ilha Solteira, SP, Brazil | This study aimed to investigate the occurrence of Lutzomyia longipalpis and also the canine visceral leishmaniasis (CVL) in a rural area of Ilha Solteira, state of S√£o Paulo. Blood samples were collected from 32 dogs from different rural properties (small farms) and were analyzed by ELISA and the indirect immunofluorescence antibody test (IFAT) in order to diagnose CVL. From these serological tests, 31.25% of the dogs were positive for CVL and these were distributed in 66.7% (8/12) of the rural properties, which were positive for L. longipalpis. CDC (Center for Disease Control and Prevention) light traps were installed in 12 properties (one per property) and insects were caught on three consecutive days per month for one year. L. longipalpis was present on 100% of the rural properties visited, at least once during the twelve-month interval, totaling 64 males and 25 females. The insects were more numerous after the peak of the rain, but the association between prevalence of peridomestic vectors and the climatic data (precipitation, relative air humidity and temperature) and the occurrences of CVL among dogs on each rural property were not statistical significant (p < 0.05). However, the occurrence of CVL cases in dogs and the presence of L. longipalpis indicate that more attention is necessairy for the control of this disease in the rural area studied. ¬"
"The aim of this work was to investigate the occurrence of canine visceral leishmaniosis (CVL) in the far western region of Santa Catarina State, bordering Argentina and Parana State, southern Brazil, where in recent years, VL has been recorded in both dogs and humans. Clinical signs, enzyme-linked immunosorbent assay (ELISA), indirect immunofluorescent antibody test (IFAT) and polymerase chain reaction (PCR) were used for Leishmania investigation. Among the 252 dogs surveyed, 41 were positive by ELISA assay, 43 in IFAT (titer. >. 40), and 55 by PCR. From the 48 positive for VL by both serological and molecular methods, 19 (39.6%) presented clinical symptoms of leishmaniosis, 35 (72.9%) were from rural areas, and 13 (27.1%) were from urban areas. This pilot study confirms the occurrence of VL among dogs in the far western region of Santa Catarina, southern Brazil, with high risk of CVL outbreaks and presenting a threat to humans. ¬"	81679	"Rural-urban focus of canine visceral leishmaniosis in the far western region of Santa Catarina State, Brazil"	"Rural-urban focus of canine visceral leishmaniosis in the far western region of Santa Catarina State, Brazil | The aim of this work was to investigate the occurrence of canine visceral leishmaniosis (CVL) in the far western region of Santa Catarina State, bordering Argentina and Parana State, southern Brazil, where in recent years, VL has been recorded in both dogs and humans. Clinical signs, enzyme-linked immunosorbent assay (ELISA), indirect immunofluorescent antibody test (IFAT) and polymerase chain reaction (PCR) were used for Leishmania investigation. Among the 252 dogs surveyed, 41 were positive by ELISA assay, 43 in IFAT (titer. >. 40), and 55 by PCR. From the 48 positive for VL by both serological and molecular methods, 19 (39.6%) presented clinical symptoms of leishmaniosis, 35 (72.9%) were from rural areas, and 13 (27.1%) were from urban areas. This pilot study confirms the occurrence of VL among dogs in the far western region of Santa Catarina, southern Brazil, with high risk of CVL outbreaks and presenting a threat to humans. ¬"
"Background: Phlebotomine sandflies are vectors of several pathogens with significant impact for public health. This study was conducted to investigate and characterize phlebovirus and Leishmania infections in vector sandflies collected in the eastern Thrace region in Tur Northern Cyprus, where previous data indicate activity of these agents. Methods: Field sampling of sandflies was performed at 4 locations in Edirne and Tekirdag provinces of eastern Thrace and at 17 locations in Lefkosa, Girne, Magosa and Guzelyurt provinces of northern Cyprus. In sandfly pools, phlebovirus RNA and Leishmania DNA were screened via a generic polymerase chain reaction (PCR) and kinetoplast minicircle PCR, respectively. Selected sandfly specimens unsuitable for pathogen detection were identified to species level. Cytochrome oxidase 1 gene region was used for DNA barcoding of selected specimens and pathogen positive pools. Positive amplicons were cloned and characterized by sequencing. Results: A total of 2690 sandflies, collected from Eastern Thrace (15.4%) and Northern Cyprus (84.6%) were evaluated. Morphological examination of 780 specimens from Cyprus exhibited Phlebotomus perfiliewi sensu lato (72.6%), Phlebotomus tobbi (19.7%), Phlebotomus papatasi (2.8%), Laroussius sp. (1.6%) and Sergentomyia azizi (1.6%), Sergentomyia sp. (0.9%), Sergentomyia minuta (0.5%) and Phleobotomus jacusieli (0.1%) species. Pathogen screening was performed in 1910 specimens distributed in 195 pools. In eight pools of P.tobbi sandflies collected in Cyprus, Leishmania infantum DNA was demonstrated. Toscana virus (TOSV) genotype A sequences were identified in two pools of P. perfiliewi s.l. and one pool of P.tobbi sandflies from Cyprus. Co-infection of TOSV and Leishmania infantum was characterized in a P.tobbi pool. Sequences belonging to novel phleboviruses are revealed in three P. perfiliewi s.l. pools. One sequence, provisionally named Edirne virus, identified in Edirne province in eastern Thrace, demonstrated the highest rate of genomic similarity to Adria and Salehabad viruses. Furthermore, Girne 1 and Girne 2 viruses, identified in Girne province, revealed similarities to TOSV and Sandfly Fever Sicilian virus and related strains, respectively. Conclusions: Activity of TOSV genotype A strains in Cyprus and co-infection of sandfly vectors with L. infantum was documented for the first time. Novel phlebovirus strains of unknown medical significance was identified in sampling regions. ¬"	81682	"Phlebovirus and Leishmania detection in sandflies from eastern Thrace and northern Cyprus"	"Phlebovirus and Leishmania detection in sandflies from eastern Thrace and northern Cyprus | Background: Phlebotomine sandflies are vectors of several pathogens with significant impact for public health. This study was conducted to investigate and characterize phlebovirus and Leishmania infections in vector sandflies collected in the eastern Thrace region in Tur Northern Cyprus, where previous data indicate activity of these agents. Methods: Field sampling of sandflies was performed at 4 locations in Edirne and Tekirdag provinces of eastern Thrace and at 17 locations in Lefkosa, Girne, Magosa and Guzelyurt provinces of northern Cyprus. In sandfly pools, phlebovirus RNA and Leishmania DNA were screened via a generic polymerase chain reaction (PCR) and kinetoplast minicircle PCR, respectively. Selected sandfly specimens unsuitable for pathogen detection were identified to species level. Cytochrome oxidase 1 gene region was used for DNA barcoding of selected specimens and pathogen positive pools. Positive amplicons were cloned and characterized by sequencing. Results: A total of 2690 sandflies, collected from Eastern Thrace (15.4%) and Northern Cyprus (84.6%) were evaluated. Morphological examination of 780 specimens from Cyprus exhibited Phlebotomus perfiliewi sensu lato (72.6%), Phlebotomus tobbi (19.7%), Phlebotomus papatasi (2.8%), Laroussius sp. (1.6%) and Sergentomyia azizi (1.6%), Sergentomyia sp. (0.9%), Sergentomyia minuta (0.5%) and Phleobotomus jacusieli (0.1%) species. Pathogen screening was performed in 1910 specimens distributed in 195 pools. In eight pools of P.tobbi sandflies collected in Cyprus, Leishmania infantum DNA was demonstrated. Toscana virus (TOSV) genotype A sequences were identified in two pools of P. perfiliewi s.l. and one pool of P.tobbi sandflies from Cyprus. Co-infection of TOSV and Leishmania infantum was characterized in a P.tobbi pool. Sequences belonging to novel phleboviruses are revealed in three P. perfiliewi s.l. pools. One sequence, provisionally named Edirne virus, identified in Edirne province in eastern Thrace, demonstrated the highest rate of genomic similarity to Adria and Salehabad viruses. Furthermore, Girne 1 and Girne 2 viruses, identified in Girne province, revealed similarities to TOSV and Sandfly Fever Sicilian virus and related strains, respectively. Conclusions: Activity of TOSV genotype A strains in Cyprus and co-infection of sandfly vectors with L. infantum was documented for the first time. Novel phlebovirus strains of unknown medical significance was identified in sampling regions. ¬"
"Leishmaniosis is present in the Mediterranean region of Europe, where Leishmania infantum is responsible for the disease, dogs are the main reservoir, and sand flies of the Phlebotomus genus, subgenus Larroussius, are proven vectors. Some areas, including Minorca in the Balearic Islands, are considered free of the disease, despite the presence of vectors. However, in the context of the current expansion of canine leishmaniosis in parts of Europe, an epidemiological study using a veterinary questionnaire was carried out to establish the current situation of the disease in the Balearic Islands. While 50% of veterinarians thought that the incidence of canine leishmaniosis had not changed over time, 26.2% perceived an increasing trend, mainly those from Minorca, where most of the veterinarians polled (88.1%) considered the new diagnosed cases as autochthonous. A cross-sectional serological study performed in this island gave a seroprevalence rate of 24%. Seroprevalence among animals of local origin and with no history of movements to endemic areas was 31%. The presence of autochthonous canine leishmaniosis in Minorca was not correlated with an increase in vector density. The environmental and climatic factors that influenced the distribution and density of Phlebotomus perniciosus on the island and the possible causes of the apparent emergence of canine leishmaniosis in Minorca are discussed. ¬"	81747	"Temporal trends in canine leishmaniosis in the Balearic Islands (Spain): A veterinary questionnaire. Prospective canine leishmaniosis survey and entomological studies conducted on the Island of Minorca, 20 years after first data were obtained"	"Temporal trends in canine leishmaniosis in the Balearic Islands (Spain): A veterinary questionnaire. Prospective canine leishmaniosis survey and entomological studies conducted on the Island of Minorca, 20 years after first data were obtained | Leishmaniosis is present in the Mediterranean region of Europe, where Leishmania infantum is responsible for the disease, dogs are the main reservoir, and sand flies of the Phlebotomus genus, subgenus Larroussius, are proven vectors. Some areas, including Minorca in the Balearic Islands, are considered free of the disease, despite the presence of vectors. However, in the context of the current expansion of canine leishmaniosis in parts of Europe, an epidemiological study using a veterinary questionnaire was carried out to establish the current situation of the disease in the Balearic Islands. While 50% of veterinarians thought that the incidence of canine leishmaniosis had not changed over time, 26.2% perceived an increasing trend, mainly those from Minorca, where most of the veterinarians polled (88.1%) considered the new diagnosed cases as autochthonous. A cross-sectional serological study performed in this island gave a seroprevalence rate of 24%. Seroprevalence among animals of local origin and with no history of movements to endemic areas was 31%. The presence of autochthonous canine leishmaniosis in Minorca was not correlated with an increase in vector density. The environmental and climatic factors that influenced the distribution and density of Phlebotomus perniciosus on the island and the possible causes of the apparent emergence of canine leishmaniosis in Minorca are discussed. ¬"
"Leishmaniasis is an important and common zoonotic disease with a great impact on public health. In the present study, a total of 195 companion cats of different ages were examined for serum antibody detection against Leishmania infantum by immunochromatography assay. The cats were selected from those referring to Veterinary Hospital of Ahvaz University, south west of Iran from May 2009 to March 2012. Classification was made by age, sex, breed, region and season. The studied cats were divided based on age into three groups (<1 year, 1-3 years and > 3 years) and based on area into five regions (north, east, west, south and central). The results were analyzed by using Chi-square analysis, Fischer's exact test and Z test. Eighteen of 195 serum samples (9.23%) had antibody against Leishmania infantum (%95 Confidence Interval: 5.1-13.3%). Prevalence was significantly higher in adult cats above 3 years (28.57%; 14 out of 49) compared with mean-age cats 1-3 years (3.57%; 3 out of 84) (Odds Ratio: 10.8) and less than 1 year (1.61%; 1 out of 62) (OR: 24.4) (P<0.001). Prevalence was higher in male cats (9.82%; 11 out of 112) than females (8.43%; 7 out of 83), the spring season (13.04%; 6 out of 46) and north region (13.89%; 5 out of 36), but the difference was not significant between the prevalence of infection relative to host gender, season and region (P>0.05). In conclusion, it is necessary to control cat's population in these area particular adult cats to reduce risk of infection transmission to other animals and human. ¬"	81761	"Antibody detection against Leishmania infantum in sera of companion cats in Ahvaz, south west of Iran"	"Antibody detection against Leishmania infantum in sera of companion cats in Ahvaz, south west of Iran | Leishmaniasis is an important and common zoonotic disease with a great impact on public health. In the present study, a total of 195 companion cats of different ages were examined for serum antibody detection against Leishmania infantum by immunochromatography assay. The cats were selected from those referring to Veterinary Hospital of Ahvaz University, south west of Iran from May 2009 to March 2012. Classification was made by age, sex, breed, region and season. The studied cats were divided based on age into three groups (<1 year, 1-3 years and > 3 years) and based on area into five regions (north, east, west, south and central). The results were analyzed by using Chi-square analysis, Fischer's exact test and Z test. Eighteen of 195 serum samples (9.23%) had antibody against Leishmania infantum (%95 Confidence Interval: 5.1-13.3%). Prevalence was significantly higher in adult cats above 3 years (28.57%; 14 out of 49) compared with mean-age cats 1-3 years (3.57%; 3 out of 84) (Odds Ratio: 10.8) and less than 1 year (1.61%; 1 out of 62) (OR: 24.4) (P<0.001). Prevalence was higher in male cats (9.82%; 11 out of 112) than females (8.43%; 7 out of 83), the spring season (13.04%; 6 out of 46) and north region (13.89%; 5 out of 36), but the difference was not significant between the prevalence of infection relative to host gender, season and region (P>0.05). In conclusion, it is necessary to control cat's population in these area particular adult cats to reduce risk of infection transmission to other animals and human. ¬"
"Leishmaniasis is a parasitic disease caused by an intracellular protozoan that belongs to the genus Leishmania and is transmitted by a phlebotomine sandfly. In Southwest Europe, including Portugal, cutaneous leishmaniasis is considered a rare disease of unknown or underestimated prevalence. Leishmania infantum is the only species identified as responsible for the autochthonous cases.We report the case of a 66-year-old man with an erythematous, painless plaque on the mid face region, accompanied by nasal obstruction with 9 months of evolution. The initial diagnoses were: lymphoma, subcutaneous mycosis, Wegener's granulomatosis, and lupus vulgaris. The diagnosis of leishmaniasis was based on histopathology findings and identification of L. infantum by DNA based methods. Blood cultures, abdominal ultrasound and myelogram ruled out systemic involvement. The patient was treated with intravenous meglumine antimoniate (20 mg per kg/day) for four weeks, without major side effects.We emphasize the importance of this case because human cutaneous leishmaniasis has rarely been diagnosed in Portugal and some cases are atypical, such as the situation herein described."	81764	"An atypical case of cutaneous leishmaniasis caused by Leishmania infantum in Portugal."	"An atypical case of cutaneous leishmaniasis caused by Leishmania infantum in Portugal. | Leishmaniasis is a parasitic disease caused by an intracellular protozoan that belongs to the genus Leishmania and is transmitted by a phlebotomine sandfly. In Southwest Europe, including Portugal, cutaneous leishmaniasis is considered a rare disease of unknown or underestimated prevalence. Leishmania infantum is the only species identified as responsible for the autochthonous cases.We report the case of a 66-year-old man with an erythematous, painless plaque on the mid face region, accompanied by nasal obstruction with 9 months of evolution. The initial diagnoses were: lymphoma, subcutaneous mycosis, Wegener's granulomatosis, and lupus vulgaris. The diagnosis of leishmaniasis was based on histopathology findings and identification of L. infantum by DNA based methods. Blood cultures, abdominal ultrasound and myelogram ruled out systemic involvement. The patient was treated with intravenous meglumine antimoniate (20 mg per kg/day) for four weeks, without major side effects.We emphasize the importance of this case because human cutaneous leishmaniasis has rarely been diagnosed in Portugal and some cases are atypical, such as the situation herein described."
