Refid	Author	Title	content
36	W. J. French and E. W. Kitajima	OCCURRENCE OF PLUM LEAF SCALD IN BRAZIL AND PARAGUAY	OCCURRENCE OF PLUM LEAF SCALD IN BRAZIL AND PARAGUAY | 
35	J. H. Freitag	Host range of Pierce's disease virus of grapes as determined by insect transmission	"Host range of Pierce's disease virus of grapes as determined by insect transmission | The virus of Pierce's disease was exptly. transmitted to 75 spp. of plants belonging to 23 plant families. Inoculations were made by means of 3 spp. of leafhoppers, Draeculacephala minerva, Hordnia circellata, and Carneocephala fulgida. Proof of infection depended on recovery of the virus by previously noninfective leafhoppers and its transfer to alfalfa and grape test plants. The new host plants thus discovered include Johnson grass, Bermuda grass, rye grass, timothy, canna, toyon, Scotch broom, Hubam clover, alsike clover, crimson clover, red clover, Ladino clover, carrot, periwinkle, mint, vetch, and spp. of Oenothera, Godetia, Hedera, Coprosma, Sambucus, Lonicera, Symphoricarpos, and Artemisia. 36 spp. of plants belonging to 18 families were demonstrated to be naturally infected with the virus. These include Bermuda grass, Dallis grass, California blackberry, acacia, Boston ivy, rosemary, fuchsia, Ladino clover, and spp. of Sambucus, Eugenia, Artemisia, and Baccharis. Symptoms of the Pierce's disease virus developed on only a few spp., the great majority of susceptible plants being symptomless carriers. Among the plants demonstrated to be susceptible were 13 spp. of legumes, 22 spp. of grasses, 19 spp. of weeds and 16 spp. of plants grown as ornamentals. Noninfective insects were obtained by dissecting eggs from the leaf tissue of barley plants. The virus is apparently not transmitted through the egg of D. minerva. || ABSTRACT AUTHORS: J. H. Freitag"
34	N. W. Frazier and J. H. Freitag	Ten additional leafhopper vectors of the virus causing Pierce's disease of grapes	"Ten additional leafhopper vectors of the virus causing Pierce's disease of grapes | Ten species of leaf-hoppers are demonstrated to be vectors of the virus of Pierce's disease of grapes, namely, Carneocephala triguttata, Neokolla gothica, N. confluens, N. heiroglyphica, Cuerna occidentalis, Pagaronia triunata, P. 13-punctata, P. furcata, P. confusa, and Friscanus friscanus. None appears to be of any importance under field conditions in the spread of the virus to alfalfa or grapevines. All 10 spp. belong in the subfamily Tetti- goniellinae as do 4 previously reported vectors (Phytopath. 36: 117-128. 1946). Every species of the Tettigoniellinae thus far tested has transmitted the virus. More than 50 spp. of leafhoppers contained in other subfamilies were tested and not one proved to be a vector. The evidence indicates that the ability to transmit the virus can be correlated with a phylogenetic relationship of the vectors within the Tettigoniellinae. || ABSTRACT AUTHORS: Authors"
33	N. W. Frazier	Phylogenetic relationship of the nine known leaf-hopper vectors of Pierce's disease of grape	"Phylogenetic relationship of the nine known leaf-hopper vectors of Pierce's disease of grape | 3 spp. of leaf hoppers, Draecudacephala minerva, Carneocephala fulgida, and Neokolla circellata, have previously been reported to transmit the virus causing Pierce's disease of grape. More recent work has shown that 6 additional spp. of leaf hoppers, Carneocephala triguttata, Helochara delta, Neokolla gothica, N. confluens, N. heiroglyphica, and Cuerna occidentalis, can also transmit the virus. All 9 spp. are contained in the single subfamily Amblycephalinae, members of which are commonly known as sharpshooters. Every sp. of this subfam. thus far tested has proved to be a vector for the virus. Many spp. of leaf hoppers in other subfamilies have been tested and not one has proved to be a vector. The present evidence strongly suggests that a phylogenetic relationship exists between the Amblycephalinae and the ability to transmit the virus. || ABSTRACT AUTHORS: Auth. abst"
32	"A. S. Ferreira Filho, M. C. Quecine, A. C. Bogas, P. d. B. Rossetto, A. O. de Souza Lima, P. T. Lacava, J. L. Azevedo and W. L. Araujo"	"Endophytic Methylobacterium extorquens expresses a heterologous beta-1,4-endoglucanase A (EglA) in Catharanthus roseus seedlings, a model host plant for Xylella fastidiosa"	"Endophytic Methylobacterium extorquens expresses a heterologous beta-1,4-endoglucanase A (EglA) in Catharanthus roseus seedlings, a model host plant for Xylella fastidiosa | Based on the premise of symbiotic control, we genetically modified the citrus endophytic bacterium Methylobacterium extorquens, strain AR1.6/2, and evaluated its capacity to colonize a model plant and its interaction with Xylella fastidiosa, the causative agent of Citrus Variegated Chlorosis (CVC). AR1.6/2 was genetically transformed to express heterologous GFP (Green Fluorescent Protein) and an endoglucanase A (EglA), generating the strains ARGFP and AREglA, respectively. By fluorescence microscopy, it was shown that ARGFP was able to colonize xylem vessels of the Catharanthus roseus seedlings. Using scanning electron microscopy, it was observed that AREglA and X. fastidiosa may co-inhabit the C. roseus vessels. M. extorquens was observed in the xylem with the phytopathogen X. fastidiosa, and appeared to cause a decrease in biofilm formation. AREglA stimulated the production of resistance protein, catalase, in the inoculated plants. This paper reports the successful transformation of AR1.6/2 to generate two different strains with a different gene each, and also indicates that AREglA and X. fastidiosa could interact inside the host plant, suggesting a possible strategy for the symbiotic control of CVC disease. Our results provide an enhanced understanding of the M. extorquens-X. fastidiosa interaction, suggesting the application of AR1.6/2 as an agent of symbiotic control."
31	H. Feil and A. H. Purcell	Temperature-dependent growth and survival of Xylella fastidiosa in vitro and in potted grapevines	"Temperature-dependent growth and survival of Xylella fastidiosa in vitro and in potted grapevines | Xylella fastidiosa is a xylem-inhabiting bacterium that causes Pierce's disease (PD) of grapevine. Growth rates of X. fastidiosa in a rich liquid medium were determined by culturing methods at various temperatures. The slope of the regression line between the points of 18 and 28 degreesC was similar to that reported for Escherichia coli between 12 and 30 degreesC and for Erwinia amylovora between 9 and 18 degreesC. For three PD strains, two almond strains, and an oleander strain, X. fastidiosa grew fastest at 28 degreesC but did not grow at 12 degreesC. Grape seedlings kept at 5, 10, 17, or 25 degreesC for 18 days, beginning 2 weeks postinoculation at 25 degreesC, had 230-fold lower populations of X. fastidiosa when kept at 5 degreesC, but populations did not change significantly over time at the other temperatures. In planta populations of X. fastidiosa decreased 3 days after placing the seedlings at 5 and 37 degreesC, and subsequent samples yielded no culturable bacteria at 37 degreesC. Based on in vitro and in planta studies, it appears that temperatures between 25 and 32 degreesC may be critical for the epidemiology of Pierce's disease because of its rapid growth rate at these temperatures, whereas temperatures below 12 to 17 degreesC and above 34 degreesC may affect the survival of X. fastidiosa in plants."
30	K. Esau	Anatomic effects of the viruses of Pierce's disease and phony peach	"Anatomic effects of the viruses of Pierce's disease and phony peach | Naturally infected field-grown material and artificially inoculated greenhouse plants served for a study of anatomic effects of Pierce's disease of the grapevine and dwarf disease of alfalfa, which are caused by the same virus. All material originated in California. The 2 diseases induce gum development in the xylem. The gum is deposited in vessels and in other xylem cells. In addition, the grapevine shows a precocious and excessive development of tyloses in the wood. The xylem symptoms in these diseases appear to be primary in nature. Developmental studies on grape seedlings and on alfalfa cuttings have shown that occlusion of vessels with gum occurs before the development of external symptoms and becomes more and more pronounced with the passing of time after inoculation. Moreover, in the grape seedlings this abnormality appears first in the inoculated leaf. The irregularity in cork formation in the axes and the consequent excessive accumulation of nonfunctioning phloem, which are often found in grapevines affected with Pierce's disease, may be secondary symptoms resulting from the initial disturbance in the water-conducting tissue. The anatomic changes in affected plants, considered together with the external symptoms and the method of transmission of Pierce's disease virus, suggest a close association of this virus with the xylem. Peach roots affected with phony disease were obtained from trees growing under field conditions in Texas. All root samples showed gummosis in the xylem. There was deposition of gum in vessels and other xylem cells and sometimes a formation of gum pockets. Thus the internal symptoms of phony peach resemble those induced by Pierce's disease virus. || ABSTRACT AUTHORS: Katherine Esau"
29	"P. L. Di Bello, Y. Balci, D. Martin, Q. Huang and M. Lear"	Occurrence of Xylella fastidiosa subsp multiplex on Washington DC street trees	Occurrence of Xylella fastidiosa subsp multiplex on Washington DC street trees | 
122	J. L. Sherald and J. D. Lei	EVALUATION OF A RAPID ELISA TEST KIT FOR DETECTION OF XYLELLA-FASTIDIOSA IN LANDSCAPE TREES	"EVALUATION OF A RAPID ELISA TEST KIT FOR DETECTION OF XYLELLA-FASTIDIOSA IN LANDSCAPE TREES | Leaf scorch symptoms on landscape trees infected with Xylella fastidiosa are often confused with similar symptoms caused by stress factors. Because the isolation of X. fastidiosa from trees is difficult and time-consuming, an ELISA test kit for X. fastidiosa was evaluated for reliability and feasibility. The pathogen was detected in all leaf and stem samples collected in June from asymptomatic American elms (Ulmus americana) and American sycamores (Platanus occidentalis) that had had leaf scorch in 26-100% of their canopy during the previous September. The kit was used in a survey of 47 elms. The pathogen was detected in extracts from 17 of 18 diseased trees-12 before and five after symptoms appeared. X. fastidiosa was also detected in extracts from red maples (Acer rubrum), red oaks (Quercus rubra), and red mulberries (Morus rubra) with characteristic leaf scorch symptoms but not in extracts from symptomless trees."
121	"J. L. Sherald, S. S. Hearon, S. J. Kostka and D. L. Morgan"	SYCAMORE LEAF SCORCH - CULTURE AND PATHOGENICITY OF FASTIDIOUS XYLEM-LIMITED BACTERIA FROM SCORCH-AFFECTED TREES	SYCAMORE LEAF SCORCH - CULTURE AND PATHOGENICITY OF FASTIDIOUS XYLEM-LIMITED BACTERIA FROM SCORCH-AFFECTED TREES | 
118	"E. L. Schuenzel, M. Scally, R. Stouthamer and L. Nunney"	A multigene phylogenetic study of clonal diversity and divergence in North American strains of the plant pathogen Xylella fastidiosa	"A multigene phylogenetic study of clonal diversity and divergence in North American strains of the plant pathogen Xylella fastidiosa | Xylella fastidiosa is a pathogen that causes leaf scorch and related diseases in over 100 plant species, including Pierce's disease in grapevines (PD), phony peach disease (PP), plum leaf scald (PLS), and leaf scorch in almond (ALS), oak (OAK), and oleander (OLS). We used a high-resolution DNA sequence approach to investigate the evolutionary relationships, geographic variation, and divergence times among the X. fastidiosa isolates causing these diseases in North America. Using a large data set of 10 coding loci and 26 isolates, the phylogeny of X. fastidiosa defined three major clades. Two of these clades correspond to the recently identified X. fastidiosa subspecies piercei (PD and some ALS isolates) and X. fastidiosa subsp. multiplex (OAK, PP, PLS, and some ALS isolates). The third clade grouped all of the OLS isolates into a genetically distinct group, named X. fastidiosa subsp. sandyi. These well-differentiated clades indicate that, historically, X. fastidiosa has been a clonal organism. Based on their synonymous-site divergence (similar to 3%), these three clades probably originated more than 15,000 years ago, long before the introduction of the normative plants that characterize most infections. The sister clades of X. fastidiosa subsp. sandyi and X. fastidiosa subsp. piercei have synonymous-site evolutionary rates 2.9 times faster than X. fastidiosa subsp. multiplex, possibly due to generation time differences. Within X. fastidiosa subsp. multiplex, a low level (similar to 0.1%) of genetic differentiation indicates the recent divergence of ALS isolates from the PP, PLS, and OAK isolates due to host plant adaptation and/or allopatry. The low level of variation within the X. fastidiosa subsp. piercei and X. fastidiosa subsp. sandyi clades, despite their antiquity, suggests strong selection, possibly driven by host plant adaptation."
117	"M. Saponari, D. Boscia, G. Loconsole, F. Palmisano, V. Savino, O. Potere and G. P. Martelli"	NEW HOSTS OF XYLELLA FASTIDIOSA STRAIN CoDiRO IN APULIA	NEW HOSTS OF XYLELLA FASTIDIOSA STRAIN CoDiRO IN APULIA | 
115	"J. L. M. Rodrigues, M. E. Silva-Stenico, J. E. Gomes, J. R. S. Lopes and S. M. Tsai"	Detection and diversity assessment of Xylella fastidiosa in field-collected plant and insect samples by using 16S rRNA and gyrB sequences	"Detection and diversity assessment of Xylella fastidiosa in field-collected plant and insect samples by using 16S rRNA and gyrB sequences | The causal agent of diseases in many economically important plants is attributed to the xylem-limited bacterium Xylella fastidiosa. The detection of this plant pathogen has been hampered due to its difficult isolation and slow growth on plates. Nearly complete nucleotide sequences of the 16S rRNA gene and partial sequences of the gyrB gene were determined for 18 strains of X. fastidiosa isolated from different plant hosts. A phylogenetic analysis, based on gyrB, grouped strains in three clusters; grape-isolated strains formed one cluster, citrus-coffee strains formed another cluster, and a third cluster resulted from all other strains. Primer pairs designed for the 16S rRNA and gyrB genes were extensively searched in databases to verify their in silico specificity. Primer pairs were certified with 30 target and 36 nontarget pure cultures of microorganisms, confirming 100% specificity. A multiplex PCR protocol was developed and its sensitivity tested. Sequencing of PCR products confirmed the validity of the multiplex PCR. Xylella fastidiosa was detected in field-collected plants, disease vector insects, and nonsymptomatic but infected plants. Specific detection of X. fastidiosa may facilitate the understanding of its ecological significance and prevention of spread of the disease."
114	"J. J. Randall, M. Radionenko, J. M. French, M. W. Olsen, N. P. Goldberg and S. F. Hanson"	"Xylella fastidiosa detected in New Mexico in chitalpa, a common landscape ornamental plant"	"Xylella fastidiosa detected in New Mexico in chitalpa, a common landscape ornamental plant | "
113	"J. J. Randall, N. P. Goldberg, J. D. Kemp, M. Radionenko, J. M. French, M. W. Olsen and S. F. Hanson"	Genetic Analysis of a Novel Xylella fastidiosa Subspecies Found in the Southwestern United States	"Genetic Analysis of a Novel Xylella fastidiosa Subspecies Found in the Southwestern United States | Xylella fastidiosa, the causal agent of several scorch diseases, is associated with leaf scorch symptoms in Chitalpa tashkentensis, a common ornamental landscape plant used throughout the southwestern United States. For a number of years, many chitalpa trees in southern New Mexico and Arizona exhibited leaf scorch symptoms, and the results from a regional survey show that chitalpa trees from New Mexico, Arizona, and California are frequently infected with X. fastidiosa. Phylogenetic analysis of multiple loci was used to compare the X. fastidiosa infecting chitalpa strains from New Mexico, Arizona, and trees imported into New Mexico nurseries with previously reported X. fastidiosa strains. Loci analyzed included the 16S ribosome, 16S-23S ribosomal intergenic spacer region, gyrase-B, simple sequence repeat sequences, X. fastidiosa-specific sequences, and the virulence-associated protein (VapD). This analysis indicates that the X. fastidiosa isolates associated with infected chitalpa trees in the Southwest are a highly related group that is distinct from the four previously defined taxons X. fastidiosa subsp. fastidiosa (piercei), X. fastidiosa subsp. multiplex, X. fastidiosa subsp. sandyi, and X. fastidiosa subsp. pauca. Therefore, the classification proposed for this new subspecies is X. fastidiosa subsp. tashke."
112	"B. C. Raju, G. Nyland, A. C. Goheen, S. F. Nome, J. W. Wells, D. J. Weaver and R. F. Lee"	SEROLOGICAL RELATIONSHIPS OF RICKETTSIA LIKE BACTERIA IN DISEASED PLANTS	SEROLOGICAL RELATIONSHIPS OF RICKETTSIA LIKE BACTERIA IN DISEASED PLANTS | 
111	"B. C. Raju, S. F. Nome, D. M. Docampo, A. C. Goheen, G. Nyland and S. K. Lowe"	ALTERNATIVE HOSTS OF PIERCES DISEASE OF GRAPEVINES THAT OCCUR ADJACENT TO GRAPE GROWING AREAS IN CALIFORNIA	ALTERNATIVE HOSTS OF PIERCES DISEASE OF GRAPEVINES THAT OCCUR ADJACENT TO GRAPE GROWING AREAS IN CALIFORNIA | 
110	"B. C. Raju, A. C. Goheen and N. W. Frazier"	OCCURRENCE OF PIERCES DISEASE BACTERIA IN PLANTS AND VECTORS IN CALIFORNIA	OCCURRENCE OF PIERCES DISEASE BACTERIA IN PLANTS AND VECTORS IN CALIFORNIA | 
109	"A. H. Purcell, S. R. Saunders, M. Hendson, M. E. Grebus and M. J. Henry"	Causal role of Xylella fastidiosa in oleander leaf scorch disease	"Causal role of Xylella fastidiosa in oleander leaf scorch disease | A lethal leaf scorch disease of oleander (Nerium oleander) appeared in southern California in 1993. A bacterium, Xylella fastidiosa, was detected by culturing, enzyme-linked immunoassay, and polymerase chain reaction in most symptomatic plants but not in symptomless plants or negative controls. Inoculating oleanders mechanically with X. fastidiosa cultures from diseased oleanders caused oleander leaf scorch (OLS) disease. The bacterium was reisolated from inoculated plants that became diseased. Three species of xylem sap-feeding leafhoppers transmitted the bacterium from oleander to oleander. The bacterium multiplied, moved system-ically, and caused wilting in Madagascar periwinkte (Catharanthus rosea) and leaf scorch in periwinkle (Vinca major) in a greenhouse after inoculation with needle puncture. No bacterium was reisolated from grapevine (Vitis vinifera), peach (Prunus persica), olive (Olea europaea), California blackberry (Rubus ursinus), or valley oak (Quercus lobata) mechanically inoculated with OLS strains of X. fastidiosa. A 500-bp sequence of the 16S-23S ribosomal intergenic region of oleander strains showed 99.2% identity with Pierce's disease strains, 98.4% identity with oak leaf scorch strains, and 98.6% identity with phony peach, plum leaf scald, and almond leaf scorch strains."
108	A. H. Purcell and S. R. Saunders	Fate of Pierce's disease strains of Xylella fastidiosa in common riparian plants in California	"Fate of Pierce's disease strains of Xylella fastidiosa in common riparian plants in California | The fate of strains of the bacterium Xylella fastidiosa that cause Pierce's disease of grapevines was investigated in 33 species of mostly perennial plants common in riparian habitats in northern coastal California grape-growing regions. Plants were inoculated in the field with needle puncture using cultured cells of X, fastidiosa as inoculum or inoculated in the laboratory with infective insect vectors (Graphocephala atropunctata). Populations of X. fastidiosa were highest in most plant species within 3 to 6 weeks of inoculation, followed by declines in populations of viable bacteria over the next 3 to 4 months. Homogenates of petioles of California black walnut (Juglans hindsii) and coffeeberry (Rhamnus californica) inhibited in vitro growth of X. fastidiosa, precluding culture of the bacterium from these plants. Big leaf maple (Acer macrophyllum), California buckeye (Aesculus californica), California blackberry (Rubus ursinus), coast live oak (Quercus agrifolia), elderberry (Sambucus mexicana), French broom (Genista monspessulanus), periwinkle (Vinca major), valley oak (Quercus lobata), and the grape rootstock Vitis rupestris supported systemic populations of X, fastidiosa that survived throughout the year outdoors in Napa Valley, California."
107	"S. d. S. Prado, J. R. S. Lopes, C. G. B. Demetrio, A. F. Borgatto and R. P. P. d. Almeida"	Host colonization differences between citrus and coffee isolates of Xylella fastidiosa in reciprocal inoculation	"Host colonization differences between citrus and coffee isolates of Xylella fastidiosa in reciprocal inoculation | Citrus variegated chlorosis (CVC) and coffee stem atrophy (CSA) are important diseases in Brazil associated with closely-related strains of Xylella fastidiosa, but little is known about host overlapping importance of citrus and coffee as inoculum sources of these strains. In this study, reciprocal-inoculation experiments were performed to determine if CVC and CSA isolates are biologically similar within citrus and coffee plants. These two hosts were mechanically inoculated with a CVC and a CSA isolate of X. fastidiosa at four concentrations ranging between 10 3 and 10 9 colony forming units CFU mL -1. At two, four and eight months after inoculation, the infection efficiency and bacterial populations of the isolates in each host were determined by culturing. The CVC isolate infected both citrus and coffee plants, but developed lower populations in coffee. The CSA isolate did not colonize citrus. Inoculation of coffee plants with the CVC isolate resulted in low rates of infection and required an inoculum concentration ten-fold higher than that necessary to obtain a similar (25%) rate of infection in citrus. The relatively low infection rates and bacterial numbers of the CVC isolate in coffee plants compared with those observed in citrus suggest that coffee is not a suitable host to serve as a source of inoculum of the CVC strain for primary spread to citrus or within coffee plantations."
106	M. R. Pooler and J. S. Hartung	SPECIFIC PCR DETECTION AND IDENTIFICATION OF XYLELLA-FASTIDIOSA STRAINS CAUSING CITRUS VARIEGATED CHLOROSIS	"SPECIFIC PCR DETECTION AND IDENTIFICATION OF XYLELLA-FASTIDIOSA STRAINS CAUSING CITRUS VARIEGATED CHLOROSIS | By cloning and sequencing specific randomly amplified polymorphic DNA (RAPD) products, we have developed pairs of PCR primers that can be used to detect Xylella fastidiosa in general, and X. fastidiosa that cause citrus variegated chlorosis (CVC) specifically, We also identified a CVC-specific region of the X. fastidiosa genome that contains a 28-nucleotide insertion, and single base changes that distinguish CVC and grape X. fastidiosa strains. When using RAPD products to develop specific PCR primers, we found it most efficient to screen for size differences among RAPD products rather than presence/absence of a specific RAPD band."
105	"G. Nyland, A. C. Goheen, S. K. Lowe and H. C. Kirkpatrick"	THE ULTRASTRUCTURE OF A RICKETTSIA-LIKE ORGANISM FROM A PEACH TREE AFFECTED WITH PHONY DISEASE	THE ULTRASTRUCTURE OF A RICKETTSIA-LIKE ORGANISM FROM A PEACH TREE AFFECTED WITH PHONY DISEASE | 
103		Import Placeholder	Import Placeholder | 
101	"L. Nunney, X. Yuan, R. E. Bromley and R. Stouthamer"	Detecting Genetic Introgression: High Levels of Intersubspecific Recombination Found in Xylella fastidiosa in Brazil	"Detecting Genetic Introgression: High Levels of Intersubspecific Recombination Found in Xylella fastidiosa in Brazil | Documenting the role of novel mutation versus homologous recombination in bacterial evolution, and especially in the invasion of new hosts, is central to understanding the long-term dynamics of pathogenic bacteria. We used multilocus sequence typing (MLST) to study this issue in Xylella fastidiosa subsp. pauca from Brazil, a bacterium causing citrus variegated chlorosis (CVC) and coffee leaf scorch (CLS). All 55 citrus isolates typed (plus one coffee isolate) defined three similar sequence types (STs) dominated by ST11 (85%), while the remaining 22 coffee isolates defined two STs, mainly ST16 (74%). This low level of variation masked unusually large allelic differences (>1% divergence with no intermediates) at five loci (leuA, petC, malF, cysG, and holC). We developed an introgression test to detect whether these large differences were due to introgression via homologous recombination from another X. fastidiosa subspecies. Using additional sequencing around these loci, we established that the seven randomly chosen MLST targets contained seven regions of introgression totaling 2,172 bp of 4,161 bp (52%), only 409 bp (10%) of which were detected by other recombination tests. This high level of introgression suggests the hypothesis that X. fastidiosa subsp. pauca became pathogenic on citrus and coffee (crops cultivated in Brazil for several hundred years) only recently after it gained genetic variation via intersubspecific recombination, facilitating a switch from native hosts. A candidate donor is the subspecies infecting plum in the region since 1935 (possibly X. fastidiosa subsp. multiplex). This hypothesis predicts that nonrecombinant native X. fastidiosa subsp. pauca (not yet isolated) does not cause disease in citrus or coffee."
100	"L. Nunney, X. Yuan, R. Bromley, J. Hartung, M. Montero-Astua, L. Moreira, B. Ortiz and R. Stouthamer"	Population Genomic Analysis of a Bacterial Plant Pathogen: Novel Insight into the Origin of Pierce's Disease of Grapevine in the US	"Population Genomic Analysis of a Bacterial Plant Pathogen: Novel Insight into the Origin of Pierce's Disease of Grapevine in the US | Invasive diseases present an increasing problem worldwide; however, genomic techniques are now available to investigate the timing and geographical origin of such introductions. We employed genomic techniques to demonstrate that the bacterial pathogen causing Pierce's disease of grapevine (PD) is not native to the US as previously assumed, but descended from a single genotype introduced from Central America. PD has posed a serious threat to the US wine industry ever since its first outbreak in Anaheim, California in the 1880s and continues to inhibit grape cultivation in a large area of the country. It is caused by infection of xylem vessels by the bacterium Xylella fastidiosa subsp. fastidiosa, a genetically distinct subspecies at least 15,000 years old. We present five independent kinds of evidence that strongly support our invasion hypothesis: 1) a genome-wide lack of genetic variability in X. fastidiosa subsp. fastidiosa found in the US, consistent with a recent common ancestor; 2) evidence for historical allopatry of the North American subspecies X. fastidiosa subsp. multiplex and X. fastidiosa subsp. fastidiosa; 3) evidence that X. fastidiosa subsp. fastidiosa evolved in a more tropical climate than X. fastidiosa subsp. multiplex; 4) much greater genetic variability in the proposed source population in Central America, variation within which the US genotypes are phylogenetically nested; and 5) the circumstantial evidence of importation of known hosts (coffee plants) from Central America directly into southern California just prior to the first known outbreak of the disease. The lack of genetic variation in X. fastidiosa subsp. fastidiosa in the US suggests that preventing additional introductions is important since new genetic variation may undermine PD control measures, or may lead to infection of other crop plants through the creation of novel genotypes via inter-subspecific recombination. In general, geographically mixing of previously isolated subspecies should be avoided."
99	"L. Nunney, D. L. Hopkins, L. D. Morano, S. E. Russell and R. Stouthamer"	Intersubspecific Recombination in Xylella fastidiosa Strains Native to the United States: Infection of Novel Hosts Associated with an Unsuccessful Invasion	"Intersubspecific Recombination in Xylella fastidiosa Strains Native to the United States: Infection of Novel Hosts Associated with an Unsuccessful Invasion | The bacterial pathogen Xylella fastidiosa infects xylem and causes disease in many plant species in the Americas. Different subspecies of this bacterium and different genotypes within subspecies infect different plant hosts, but the genetics of host adaptation are unknown. Here we examined the hypothesis that the introduction of novel genetic variation via intersubspecific homologous recombination (IHR) facilitates host shifts. We investigated IHR in 33 X. fastidiosa subsp. multiplex isolates previously identified as recombinant based on 8 loci (7 multilocus sequence typing [MLST] loci plus 1 locus). We found significant evidence of introgression from X. fastidiosa subsp. fastidiosa in 4 of the loci and, using published data, evidence of IHR in 6 of 9 additional loci. Our data showed that IHR regions in 2 of the 4 loci were inconsistent (12 mismatches) with X. fastidiosa subsp. fastidiosa alleles found in the United States but consistent with alleles from Central America. The other two loci were consistent with alleles from both regions. We propose that the recombinant forms all originated via genomewide recombination of one X. fastidiosa subsp. multiplex ancestor with one X. fastidiosa subsp. fastidiosa donor from Central America that was introduced into the United States but subsequently disappeared. Using all of the available data, 5 plant hosts of the recombinant types were identified, 3 of which also supported non-IHR X. fastidiosa subsp. multiplex, but 2 were unique to recombinant types from blueberry (7 isolates from Georgia, 3 from Florida); and blackberry (1 each from Florida and North Carolina), strongly supporting the hypothesis that IHR facilitated a host shift to blueberry and possibly blackberry."
98	L. Nunney	"Homologous recombination and the invasion of a new plant host by the pathogenic bacterium, Xylella fastidiosa"	"Homologous recombination and the invasion of a new plant host by the pathogenic bacterium, Xylella fastidiosa | "
96	"K. L. Newman, R. P. P. Almeida, A. H. Purcell and S. E. Lindow"	Cell-cell signaling controls Xylella fastidiosa interactions with both insects and plants	"Cell-cell signaling controls Xylella fastidiosa interactions with both insects and plants | Xylella fastidiosa, which causes Pierce's disease of grapevine and other important plant diseases, is a xylem-limited bacterium that depends on insect vectors for transmission. Although many studies have addressed disease symptom development and transmission of the pathogen by vectors, little is known about the bacterial mechanisms driving these processes. Recently available X. fastidiosa genomic sequences and molecular tools have provided new routes for investigation. Here, we show that a diffusible signal molecule is required for biofilm formation in the vector and for vector transmission to plants. We constructed strains of X. fastidiosa mutated in the rpfF gene and determined that they are unable to produce the signal activity. In addition, rpfF mutants are more virulent than the wild type when mechanically inoculated into plants. This signal therefore directs interaction of X. fastidiosa with both its insect vector and plant host. Interestingly, rpfF mutants can still form in planta biofilms, which differ architecturally from biofilms in insects, suggesting that biofilm architecture, rather than a passive response to the environment, is actively determined by X. fastidiosa gene expression. This article reports a cell-cell signaling requirement for vector transmission. Identification of the genes regulated by rpfF should elucidate bacterial factors involved in transmission and biofilm formation in the insect."
95	"K. L. Newman, R. P. P. Almeida, A. H. Purcell and S. E. Lindow"	Use of a green fluorescent strain for analysis of Xyella fastidiosa colonization of Vitis vinifera	"Use of a green fluorescent strain for analysis of Xyella fastidiosa colonization of Vitis vinifera | Xylella fastidiosa causes Pierce's disease of grapevine as well as several other major agricultural diseases but is a benign endophyte in most host plants. X. fastidiosa colonizes the xylem vessels of host plants and is transmitted by xylem sap-feeding insect vectors. To understand better the pattern of host colonization and its relationship to disease, we engineered X. fastidiosa to express a green fluorescent protein (Gfp) constitutively and performed confocal laser-scanning microscopic analysis of colonization in a susceptible host, Vitis vinifera. In symptomatic leaves, the fraction of vessels colonized by X. fastidiosa was fivefold higher than in nearby asymptomatic leaves. The fraction of vessels completely blocked by X. fastidiosa colonies increased 40-fold in symptomatic leaves and was the feature of colonization most dramatically linked to symptoms. Therefore, the extent of vessel blockage by bacterial colonization is highly likely to be a crucial variable in symptom expression. Intriguingly, a high proportion (>80%) of colonized vessels were not blocked in infected leaves and instead had small colonies or solitary cells, suggesting that vessel blockage is not a colonization strategy employed by the pathogen but, rather, a by-product of endophytic colonization. We present evidence for X. fastidiosa movement through bordered pits to neighboring vessels and propose that vessel-to-vessel movement is a key colonization strategy whose failure results in vessel plugging and disease."
94	"A. L. Myers, T. B. Sutton, J. A. Abad and G. G. Kennedy"	Pierce's disease of grapevines: Identification of the primary vectors in North Carolina	"Pierce's disease of grapevines: Identification of the primary vectors in North Carolina | In the past 10 years, the winegrape industry in the southeastern United States has experienced rapid growth; however, further expansion may be inhibited by Pierce's disease (PD). Epidemiological studies were conducted to identify the primary vectors of XYlella fastidiosa, the cause of PD of grape, by surveying sharpshooter population dynamics in the eastern Piedmont and Coastal Plain regions of North Carolina. Sharpshooter species were assessed for the presence of X. fastidiosoa in the field. Leafhoppers were trapped in three vineyards in the eastern Piedmont and one vineyard in the northeastern Coastal Plain in 2004 and 2005. Four insects were identified as most abundant: Oncometopia orbona, Graphocephala versuta, Paraphlepsius irroratus, and Agalliota constricta. Adult specimens of O. orbona, G. versuta, and P. irroratus were tested for the presence of X. fastidiosa by nested polymerase chain reaction. In all, 27% of O. orbona, 28% of G. versuta, and 33% of P. irroratus trapped were positive for X. fastidiosa over the two seasons. Transmission experiments demonstrated that both O. orbona and G. versuta have the ability to transmit X. fastidiosa to grape. These vectors are likely to be important in all winegrowing regions of the Southeast, because their presence has been documented throughout the southern states. In DNA analyses, X. fastidiosa strains from insects trapped in North Carolina were genetically similar to one another and to the known \PD strain\"" from California. This is the first report of these two leaf-hopper species transmitting X. fastidiosa to grapevines in the Southeast."""
