Refid	Author	Title	content
69	"W. B. Li, W. D. Pria, C. Teixeira, V. S. Miranda, A. J. Ayres, C. F. Franco, M. G. Costa, C. X. He, P. I. Costa and J. S. Hartung"	Coffee leaf scorch caused by a strain of Xylella fastidiosa from citrus	"Coffee leaf scorch caused by a strain of Xylella fastidiosa from citrus | Citrus variegated chlorosis (CVC) and coffee leaf scorch (CLS) are two economically important diseases in Brazil caused by the bacterium Xylella fastidiosa. Strains of the bacterium isolated from the two plant hosts are very closely related, and the two diseases share sharpshooter insect vectors. In order to determine if citrus strains of X. fastidiosa could infect coffee and induce CLS disease, plant inoculations were performed. Plants of coffee, Coffea arabica 'Mundo Novo', grafted on Coffea canephora var, robusta 'Apuatao 2258' were mechanically inoculated with triply cloned strains of X. fastidiosa isolated from diseased coffee and citrus. Three months postinoculation, 5 of the 10 plants inoculated with CLS-X. fastidiosa and 1 of the 10 plants inoculated with CVC-X. fastidiosa gave positive enzyme-linked immunosorbent assay (ELISA) and/or polymerase chain reaction (PCR). Eight months postinoculation, another six plants inoculated with CVC-X. fastidiosa gave positive PCR results. The two X. fastidiosa strains were isolated from the inoculated plants and showed the same characteristics as the original clones by microscopy, ELISA, and PCR. None of the plants inoculated with sterile periwinkle wilt (PW) medium as controls gave positive reactions in diagnostic tests, and none developed disease symptoms. Six months postinoculation, seven plants inoculated with CLS-X. fastidiosn and eight inoculated with CVC-X. fastidiosa began to develop characteristic CLS symptoms, including apical and marginal leaf scorch, defoliation, and reductions of internode length, leaf size, and plant height, terminal clusters of small chlorotic and deformed leaves, and lateral shoot dieback. We have demonstrated that X, fastidiosa from citrus plants is pathogenic for coffee plants. This has important consequences for the management of CLS disease and has implications for the origin of citrus variegated chlorosis disease."
68	"H. H. Leu, L. S. Leu and C. P. Lin"	"Development and application of monoclonal antibodies against Xylella fastidiosa, the causal bacterium of pear leaf scorch"	"Development and application of monoclonal antibodies against Xylella fastidiosa, the causal bacterium of pear leaf scorch | Ten stable hybridoma cell lines, MAsl-10, secreting monoclonal antibodies specific to the causal bacterium of pear leaf scorch (PLS), Xylella fastidiosa, were produced. The monoclonal antibodies can detect 3 x 10(5) PLS-bacterium cells by indirect enzyme-linked immunosorbent assay (ELISA). In the antibody titer determination by indirect ELISA, hybridoma-culture supernatant from clone MA4 had the highest titer of 20480. In the antibody specificity tests, nine of the 10 monoclonal antibodies did not crossreact with 14 other bacterial strains belonging to nine genera. Only the antibody from hybridoma clone MA1 cross-reacted with Xanthomonas campestris pv. campestris and X. campestris pv. vesicatoria. In western blot analysis, all the monoclonal antibodies recognized the major 46.9-kDa polypeptide from all 12 X, fastidiosa strains and a distinct 21.5-kDa polypeptide only from PLS bacterium. In tissue-blotting detection, the PLS bacteria were specifically detected in blots of tissue sections from infected pear with the antibodies developed."
67	"T. D. Leininger, K. O. Britton, C. J. Chang and N. M. Schiff"	Sycamore dieback research in Mississippi and Alabama	"Sycamore dieback research in Mississippi and Alabama | Dieback in American sycamores (Platanus occidentalis) growing in plantations has been observed for 30 years. In 1996 it was determined that Xylella fastidiosa, the causal agent of bacterial leaf scorch in numerous other tree species, was playing a major role in the development of sycamore dieback. Beginning in 1998, a number of greenhouse and field experiments were initiated to learn more about disease development caused by X. fastidiosa in plantation-grown sycamore. Symptoms are being evaluated in the crowns of three and four-year-old sycamores from 26 families that were exposed to naturally occurring bacterial leaf scorch infections. Bacterial leaf scorch symptoms were evident within five months of challenging one-year-old seedlings of fifteen other sycamore families with X. fastidiosa. Populations of xylem-feeding insects that may transport X. fastidiosa from host to host are being documented. The future use of American sycamore as a major source of fiber for forest industries may depend on the success of a breeding program designed to mitigate the effects of bacterial leaf scorch."
65	"F. F. Laranjeira, J. Pompeu Junior, R. Harakava, J. O. Figueredo, S. A. Carvalho and H. D. Coletta Filho"	Citrus varieties and species host of Xylella fastidiosa under field conditions	"Citrus varieties and species host of Xylella fastidiosa under field conditions | Plants of the genera Citrus, Fortunella and Poncirus were evaluated under field conditions in five areas of the state of Sao Paulo, Brazil, in order to determine the symptomatic and asymptomatic host range of Xylella fastidiosa. The plants were examined visually for foliar or fruit symptoms, serologically by DIBA and Immunoblotting with a specific antiserum for the citrus variegated chlorosis bacterium, and by PCR with specific primers for the pathogens. All sweet orange varieties (C. sinensis) evaluated under high inoculum pressure displayed CVC symptoms. Besides sweet oranges, only some mandarins, tangors, tangelos and one sour orange (C. aurantium) had the symptoms. Pathogen detection was negative in Poncirus trifoliata, Fortunella margarita, Citrus yuzu, Citrus limettioides, Citrus latifolia and Citrus paradisi. 'Eureka', 'Feminello' and 'Monachello' lemons (C. limon) were non-hosts even under high inoculum pressure, but 'Camargo', 'Sanguino 2' and 'Amber' lemons tested positive. 'Comprida' citron (C. medica) and 'Periforme' pummelo (C. grandis) were symptomless hosts of X. fastidiosa."
64	"R. Krugner, C. A. Ledbetter, J. Chen and A. Shrestha"	Phenology of Xylella fastidiosa and Its Vector Around California Almond Nurseries: An Assessment of Plant Vulnerability to Almond Leaf Scorch Disease	"Phenology of Xylella fastidiosa and Its Vector Around California Almond Nurseries: An Assessment of Plant Vulnerability to Almond Leaf Scorch Disease | Krugner, R., Ledbetter, C. A., Chen, J., and Shrestha, A. 2012. Phenology of Xylella fastidiosa and its vector around California almond nurseries: An assessment of plant vulnerability to almond leaf scorch disease. Plant Dis. 96:1488-1494. Management of almond leaf scorch disease requires knowledge of all possible infection pathways. The disease is caused by the xylem-limited bacterium Xylella fastidiosa, which is transmitted by several species of sharpshooters. The objectives of this research were to elucidate the fate of bacteria in planta after inoculations in almond nursery plants and to determine patterns of insect vector population dynamics and temporal distribution of X. fastidiosa infected plants relative to host plant assemblages in habitats surrounding commercial nurseries. In an experimental nursery, disease incidence was markedly affected by rootstock type. Prior to bud grafting, 'Nemaguard' rootstock seedlings were not susceptible to bacterial infection. After bud grafting with a susceptible scion ('Sonora'), scions were susceptible to infection regardless of rootstock genotype. Surveys near commercial nurseries revealed that only habitats with permanent grass cover sustained vector populations throughout the season. A total of 87 plant samples tested positive for X. fastidiosa (6.3%) using enzyme-linked immunosorbent assay (ELISA), with a higher number of X. fastidiosa infected plants found in weedy alfalfa fields than in other habitat types. Among plant species infected by X. fastidiosa, 33% were winter annuals, 45% were biennials or perennials, and 22% were summer annuals. Collectively, these findings identified a potential pathway for X. fastidiosa infection of almonds in nursery situations."
63	"S. J. Kostka, T. A. Tattar, J. L. Sherald and S. S. Hurtt"	"MULBERRY LEAF SCORCH, NEW DISEASE CAUSED BY A FASTIDIOUS, XYLEM-INHABITING BACTERIUM"	"MULBERRY LEAF SCORCH, NEW DISEASE CAUSED BY A FASTIDIOUS, XYLEM-INHABITING BACTERIUM | "
62	"S. J. Kostka, T. A. Tattar and J. L. Sherald"	"ELM LEAF SCORCH - ABNORMAL PHYSIOLOGY IN AMERICAN ELMS INFECTED WITH FASTIDIOUS, XYLEM-INHABITING BACTERIA"	"ELM LEAF SCORCH - ABNORMAL PHYSIOLOGY IN AMERICAN ELMS INFECTED WITH FASTIDIOUS, XYLEM-INHABITING BACTERIA | "
61	"S. J. Kostka, T. A. Tattar and J. L. Sherald"	Suppression of bacterial leaf scorch symptoms in American elm through oxytetracycline microinjection	"Suppression of bacterial leaf scorch symptoms in American elm through oxytetracycline microinjection | Ulmus americana trees, 2-6 m tall in Washington, DC, naturally infected with leaf scorch were injected in Aug. 1982 with oxytetracycline (OTC) using Mauget capsules (40 mg a.i. per cm d.b.h.) or a pipette (40 or 80 mg a.i. per cm d.b.h.) or left untreated. Treated trees were re-injected in June 1983 using prefilled Mauget capsules with 50 or 80 mg a.i. per cm d.b.h. All trees had symptoms in Aug. 1982 and contained xylem-inhabiting bacteria. By July 1983 7 of 10 untreated control trees showed scorch symptoms while only 2 of 29 treated trees did. By late Aug. symptoms were absent or reduced in 22 of 23 trees treated wih low OTC and 3 of 6 treated with high OTC concn. Symptom remission was most apparent in trees which had <20% of the canopy leaf area affected before treatment. Results support the suggestion that leaf scorch is caused by a xylem-inhabiting bacterium."
60	"S. J. Kostka, J. L. Sherald and T. A. Tattar"	"CULTURE OF FASTIDIOUS, XYLEM-LIMITED BACTERIA FROM DECLINING OAKS IN THE NORTHEASTERN STATES"	"CULTURE OF FASTIDIOUS, XYLEM-LIMITED BACTERIA FROM DECLINING OAKS IN THE NORTHEASTERN STATES | "
59	K. K. Jindal and R. C. Sharma	OUTBREAKS AND NEW RECORDS INDIA ALMOND LEAF SCORCH A NEW DISEASE FROM INDIA	OUTBREAKS AND NEW RECORDS INDIA ALMOND LEAF SCORCH A NEW DISEASE FROM INDIA | 
178	"S. S. Hearon, J. L. Sherald and S. J. Kostka"	"ASSOCIATION OF XYLEM-LIMITED BACTERIA WITH ELM, SYCAMORE, AND OAK LEAF SCORCH"	"ASSOCIATION OF XYLEM-LIMITED BACTERIA WITH ELM, SYCAMORE, AND OAK LEAF SCORCH | "
131	J. M. Wells and D. J. Weaver	"DISTRIBUTION OF RICKETTSIA-LIKE BACTERIA IN PEACH, AND OCCURRENCE IN PLUM, CHERRY AND SOME PERENNIAL WEEDS"	"DISTRIBUTION OF RICKETTSIA-LIKE BACTERIA IN PEACH, AND OCCURRENCE IN PLUM, CHERRY AND SOME PERENNIAL WEEDS | "
126	W. F. Turner	Insect Vectors of Phony Peach Disease	Insect Vectors of Phony Peach Disease | 
185	L. G. Jimenez	PIERCES DISEASE IN THE GRAPEVINES IN VENEZUELA - IMMUNOLOGICAL EVIDENCE	PIERCES DISEASE IN THE GRAPEVINES IN VENEZUELA - IMMUNOLOGICAL EVIDENCE | 
188	L. S. Leu and C. C. Su	"ISOLATION, CULTIVATION, AND PATHOGENICITY OF XYLELLA-FASTIDIOSA, THE CAUSAL BACTERIUM OF PEAR LEAF SCORCH DISEASE IN TAIWAN"	"ISOLATION, CULTIVATION, AND PATHOGENICITY OF XYLELLA-FASTIDIOSA, THE CAUSAL BACTERIUM OF PEAR LEAF SCORCH DISEASE IN TAIWAN | Leaf scorch symptoms occurred in 12-20.6% of the pear trees (Pyrus pyrifolia) in the low-altitude areas of central Taiwan in 1990. Symptoms appeared on leaves in early July and stayed until the leaves dropped in winter. If unchecked, dieback of twigs and branches, and finally death of the infected trees occurred within a few years. The disease was closely associated with a xylem-limited bacterium. An electron micrograph showed that the bacterium was rod-shaped with rippled cell walls, and measured from 0.2 to 0.5 X 1.1 to 3.4 mum. The bacterium could be cultured on PD2 and PW media but not on general-purpose bacterial media. Colonies were convex, roundish, and creamy white with a smooth margin, and reached 0.1-0.2 mm in diameter after a 14-day incubation at 30 C. Serologically, our culture was not closely related to the Xylella fastidiosa MT1 strain originally isolated from tissues with alfalfa dwarf disease. Fifty-five percent of healthy scions grafted onto water shoots of the leaf scorch-infected trees showed leaf scorch symptoms, and 50% of greenhouse-grown seedlings artificially inoculated with a bacterial strain from scorched pear developed scorch symptoms. The bacterium was reisolated from those inoculated symptomatic tissues. Control seedlings inoculated with phosphate-buffered citrate-magnesium solution remained symptomless. Injection of oxytetracycline alleviated disease development."
173	"P. Buzombo, J. Jaimes, V. Lam, K. Cantrell, M. Harkness, D. McCullough and L. Morano"	An American hybrid vineyard in the Texas Gulf Coast: Analysis within a Pierce's disease hot zone	"An American hybrid vineyard in the Texas Gulf Coast: Analysis within a Pierce's disease hot zone | The incidence of Pierce's disease (PD) within an American hybrid vineyard in the Texas Gulf Coast was evaluated. Multiple viticultural parameters and Xylella fastidiosa levels were assessed for the varieties Black Spanish, Blanc du Bois, and Cynthiana in this region of intense disease pressure. Potential PD symptoms were observed uniformly in Cynthiana and sporadically in Blanc du Bois and Black Spanish postharvest. Consistent with these symptoms, Cynthiana showed significantly lower crop yield than either Blanc du Bois or Black Spanish and had significantly higher positive ELISA values for X. fastidiosa in summer petioles. Individual Cynthiana vines with higher bacterial levels as determined by ELISA exhibited correspondingly lower yields (p = 0.06). Indirect immunofluorescence microscopy of petiole xylem sap and PCR of petiole DNA confirmed positive X. fastidiosa ELISA readings in all three varieties. Cynthiana petioles tested by ELISA showed a dramatic increase in bacterial levels over the growing season. In contrast, bacterial levels in Black Spanish and Blanc du Bois remained lower all season despite high disease pressure. An evaluation of potential local plant reservoirs for X. fastidiosa demonstrated that at least six asymptomatic plant species tested positive by both ELISA and PCR: flex vomitoria, Vitis mustangensis, Rubus trivialis, Platanus occidentalis, Lippia nodiflora, and Lonicera japonica. In addition, June insect traps contained a significant number of X. fastidiosa-positive glassy-winged sharpshooters, Homalodisca coagulata, and several positive sharpshooters identified as Oncometopia orbona, suggesting the presence of multiple species of insect vector in this region."
181	"W. B. Hewitt, N. W. Frazier and B. R. Houston"	Transmission of Pierce's disease of grapevines with a leaf hopper	Transmission of Pierce's disease of grapevines with a leaf hopper | 
124	"D. L. Smith, J. Dominiak-Olson and C. D. Sharber"	First Report of Pierce's Disease of Grape Caused by Xylella fastidiosa in Oklahoma	First Report of Pierce's Disease of Grape Caused by Xylella fastidiosa in Oklahoma | 
186	"E. W. Kitajima, M. Bakarcic and M. V. Fernandezvaliela"	ASSOCIATION OF RICKETTSIA-LIKE BACTERIA WITH PLUM LEAF SCALD DISEASE	ASSOCIATION OF RICKETTSIA-LIKE BACTERIA WITH PLUM LEAF SCALD DISEASE | 
252	G. Behringer and D. Kobayashi	The genetic characterization and radiation of bacterial leaf scorch of oak in New Jersey	The genetic characterization and radiation of bacterial leaf scorch of oak in New Jersey | 
123	"J. L. Sherald, J. M. Wells and S. S. Hurtt"	"ASSOCIATION OF FASTIDIOUS, XYLEM-INHABITING BACTERIA WITH LEAF SCORCH IN RED MAPLE"	"ASSOCIATION OF FASTIDIOUS, XYLEM-INHABITING BACTERIA WITH LEAF SCORCH IN RED MAPLE | "
130	"J. M. Wells, B. C. Raju, J. M. Thompson and S. K. Lowe"	ETIOLOGY OF PHONY PEACH AND PLUM LEAF SCALD DISEASES	ETIOLOGY OF PHONY PEACH AND PLUM LEAF SCALD DISEASES | 
133	A. J. Winkler and et al.	Pierce's disease investigations	"Pierce's disease investigations | Pierce's disease has twice threatened the vineyards of California, once in 1884 and again in 1935. From 1935 to 1941 it was in epidemic form. Since then, the annual occurrence of new cases has declined. It is irregularly distributed throughout the important grape-growing regions of the state. The symptoms are: delayed foliation of a part or of the entire vine; interveinal chlorotic mottling of the lower leaves of the shoots; dwarfing of the shoot growth of a part or of the entire vine; leaf scalding and drying of the entire leaves after midseason; wilting, withering, drying, and premature coloring of the berries on part of or on entire clusters; failure of the canes to mature evenly. The incubation period varies from 3 to 15 mos. All grapes grown in California are susceptible and show the symptoms in varying degrees. Pierce's disease is caused by a virus. The same virus also causes \alfalfa dwarf.\"" This virus can be transmitted from diseased vines to healthy vines by grafting. Insect vectors constitute the principal means of infection. The virus has been shown to be transmitted by 20 spp. of sharpshooters and spittle bugs. Only the green sharpshooter, Draecucephala minerva, and the red-headed sharpshooter, Carneocephala fulgida, are of major importance in the San Joaquin Valley. These insects breed and live on grasses. The grape and alfalfa are not normal hosts, but are occasionally fed on. The blue sharpshooter, Neo-kalla circellate, is the principal vector in the coastal counties. It infests perennial plants, including the grape. The virus has a wide host range that includes 73 spp. in 20 plant families, ranging from grasses to shrubs. Many of these plants harbor the virus but show no symptoms of the disease. Insects collected in vineyards, alfalfa fields, roadside areas, ditch banks, bogs and such natural breeding areas are frequently carriers of the virus. The removal of diseased vines at least twice each year (roguing) in vineyard plots varying in size from 5 to 120 acres did not significantly influence the occurrence of new cases of the disease. The removal of diseased vines yearly and replanting with healthy stock has maintained the stands and kept many vineyards in good production. The occurrence of the disease was not influenced by weed control, by cultivation or oil sprays, as carried out in the control plots. Neither was it influenced by practicable methods of shoot management. It was, however, closely correlated with the averages of samples of the vectors. In or following period of well over normal rainfall the incidence of the disease increased, while with below normal rainfall there was a decided drop in new cases. || ABSTRACT AUTHORS: A. J. Winkler"""
128	"W. Villalobos, C. M. Rodriguez and C. Rivera"	Geographical distribution and incidence of Xylella fastidiosa in coffee plantations in Costa Rica	Geographical distribution and incidence of Xylella fastidiosa in coffee plantations in Costa Rica | 
190	"M. Montero-Astua, J. S. Hartung, E. Aguilar, C. Chacon, W. Li, F. J. Albertazzi and C. Rivera"	"Genetic diversity of Xylella fastidiosa strains from Costa Rica, Sao Paulo, Brazil, and United States"	"Genetic diversity of Xylella fastidiosa strains from Costa Rica, Sao Paulo, Brazil, and United States | The diversity of 42 Xylella fastidiosa strains from Costa Rica, Sao Paulo, Brazil, and the United States were analyzed using the sequence of the 16S rRNA gene by variable number of tandem repeat (VNTR) fragment analysis and by restriction fragment length polymorphisms (RFLP) of a specific polymerase chain reaction (PCR)-amplification product using enzyme CfoI. Limited variability in the sequence of the 16S rRNA gene was observed and, although the separation was not absolute. most strains from Costa Rica clustered with strains from the United States and not with strains from Sao Paulo. The PCR-RFLP produced different patterns of DNA bands. The same pattern was shared by strains from Costa Rica, the United States, and two coffee strains from Sao Paulo, but a different pattern was observed in six coffee and orange strains from Brazil. In all, 32 amplification products were scored in the VNTR fragment analysis. The total variation observed among the X. fastidiosa strains had significant (P < 0.001) contributions from both geography and host origin as inferred by Nei's values of genetic diversity and WINAMOVA statistics. The strains from Costa Rica were isolated from diseased grapevines, coffee, and sweet orange and these strains grouped together and could be distinguished from strains from grapevine from the United States or from either coffee or sweet orange from Sao Paulo. The strains tested from Costa Rica are most likely of local origin, although the possibility that they have been introduced along with horticultural crops cannot be excluded. In either case, they are examples of independent selection of strains of X. fastidiosa affecting coffee and sweet orange. Greater genetic similarity was observed between strains from Costa Rica and the United States than with those from Sao Paulo."
193	R. S. Sanderlin and K. I. Heyderich-Alger	Evidence that Xylella fastidiosa can cause leaf scorch disease of pecan	"Evidence that Xylella fastidiosa can cause leaf scorch disease of pecan | The disease known as pecan fungal leaf scorch has been reported to be either caused by or associated with several fungi since it was first recognized in 1972. Data are presented that indicate the disease is initiated by the fastidious xylem-limited bacterium Xylella fastidiosa. X. fastidiosa was found consistently associated with fungal leaf scorch disease of pecan (Carya illinoinensis) in commercial orchards in Louisiana. It was generally not detected in symptomless trees. The disease was reproduced by inoculation of greenhouse seedlings and grafted trees with cultures of the bacterium obtained from leaves with fungal leaf scorch. The bacterium was reisolated from symptomatic tissue of inoculated pecan seedlings, but not from symptomless plants inoculated with water to complete Koch's postulates. It is proposed that the name of the disease be changed to pecan bacterial leaf scorch because fungi do not appear to be necessary for symptom development."
320	"M. H. Ferguson, C. A. Clark and B. J. Smith"	Xylella fastidiosa infection is correlated with lower yield in a rabbiteye blueberry orchard in Louisiana	Xylella fastidiosa infection is correlated with lower yield in a rabbiteye blueberry orchard in Louisiana | 
313	"T. Elbeaino, F. Valentini, R. Abou Kubaa, P. Moubarak, T. Yaseen and M. Digiaro"	"Multilocus sequence typing of Xylella fastidiosa isolated from olive affected by \olive quick decline syndrome\"" in Italy"""	"Multilocus sequence typing of Xylella fastidiosa isolated from olive affected by \olive quick decline syndrome\"" in Italy | The recent finding of Xylella fastidiosa (Xf) in olive trees in southern Italy, the scanty molecular information on this bacterium and its association with the olive quick decline syndrome (OQDS) prompted the necessity to isolate and acquire more genetic data on the type of strain present in that region. For the first time, the bacterium was isolated from infected olive on culture media. Genetic information were obtained through genomic comparison with other subspecies or strains. The sequences of thirteen genes from its genome, comprising seven housekeeping genes (leuA, petC, lacF, cysG, holC, nuoL and gltT) usually used in multilocus sequence typing (MLST) systems, and six genes involved in different biochemical functions (RNA Pol sigma-70 factor, hypothetical protein HL, 16S rRNA, rfbD, nuoN, and pilU), were analyzed. The sequences of the biochemical function genes were explored individually to study the genetic structure of this bacterium, while the MLST genes were linked together into one concatameric sequence (4161 bp long) to increase the resolution of the phylogenetic analysis when compared with Xf strains previously reported. Sequence analyses of single genes showed that the Xf olive strain is distinct from the four previously defined taxons (Xf subsp. fastidiosa, Xf subsp. multiplex, Xf subsp. sandyi and Xf subsp. pauca) with a dissimilarity rate that reached 4%. In particular, Xf from olive shared the greatest identity with the strain \""9a5c\"" (subsp. pauca), but was nevertheless distinct from it. Similarly, the MLST based on concatameric sequences confirmed the genetic variance of Xf from olive by generating a novel sequence type profile (ST53). Phylogenetic tree analyses showed that Xf from olive clustered in one clade close to subspecies pauca (strains \""9a5c\"" and \""CVC0018\""), but was nevertheless distinct from them. These results indicate molecular divergence of this olive bacterium with all other strains yet reported."""
311	"M. N. Dourado, L. R. Nunes, R. C. Oliveira, D. D. Santos, L. L. Nunes, R. R. De Oliveira, M. M. De Oliveira and W. W. Araujo"	GSE56901: Differential gene expression in Xylella fastidiosa 9a5c during co-cultivation with the endophytic bacteria Methylobacterium mesophilicum SR1.6/6	"GSE56901: Differential gene expression in Xylella fastidiosa 9a5c during co-cultivation with the endophytic bacteria Methylobacterium mesophilicum SR1.6/6 | Citrus variegated chlorosis (CVC), caused by Xylella fastidiosa, is an important citrus disease that produces chlorotic injuries on leaves and reduced fruit size. This bacterium colonizes plant xylem, thereby interrupting sap flow. Other disease symptoms depend on environmental factors, since asymptomatic and symptomatic CVC plants may be genetically similar. The endophytic microbiome comprises many microbial species that may interact with pathogens, reducing disease symptoms and improving plant growth. However, the genetic and physiological mechanisms that underlie this interaction are largely unknown. In this study, the citrus endophytic bacterium Methylobacterium mesophilicum SR1.6/6 was isolated from healthy plants. This bacterium was able to colonize citrus xylem and could be transferred from plant to plant by Bucephalogonia xanthopis (Insecta), suggesting that this endophytic bacterium may interact with X. fastidiosa in planta, as a result of co-transmission by the same insect vector. To better understand how X. fastidiosa genetic responds to the presence of M. mesophilicum in the same environment, we used microarrays to evaluate the transcriptional profile of X. fastidiosa, after in vitro co-cultivation with M. mesophilicum SR1.6/6. The results showed that during co-cultivation with M. mesophilicum, X. fastidiosa downregulated genes related to growth, while genes related to energy production (cellular respiration) and transport were upregulated. Moreover, X. fastidiosa modulates genes associated with molecular recognition, nutrient competition and the stress response, suggesting the existence of a specific adaptive response to the presence of M. mesophilicum in the culture medium"
308	"K. Djelouah, D. Frasheri, F. Valentini, A. M. D'Onghia and M. Digiaro"	Direct tissue blot immunoassay for detection of Xylella fastidiosa in olive trees	"Direct tissue blot immunoassay for detection of Xylella fastidiosa in olive trees | A direct tissue blot immunoassay (DTBIA) technique has been compared with ELISA and PCR for detection of Xylella fastidiosa in olive trees from Apulia (southern Italy). Fresh cross-sections of young twigs and leaf petioles were printed onto nitrocellulose membranes and analyzed in the laboratory. Analyses of a first group of 61 samples gave similar efficiency for the three diagnostic techniques for detection the bacterium (24 positive and 36 negative samples), except for a single sample which was positive only with DTBIA and PCR. Similar results were obtained by separately analyzing suckers and twigs collected from different sectors of tree canopies of a second group of 20 olive trees (ten symptomatic and ten symptomless). In this second test the three diagnostic techniques confirmed the irregular distribution of the bacterium in the tree canopies and erratic detectability of the pathogen in the young suckers. It is therefore necessary to analyse composite samples per tree which should be prepared with twigs collected from different sides of the canopy. The efficiency comparable to ELISA and PCR, combined with the advantages of easier handling, speed and cost, make DTBIA a valid alternative to ELISA in large-scale surveys for occurrence of X. fastidiosa. Moreover, the printing of membranes directly in the field prevents infections spreading to Xylella-free areas, through movement of plant material with pathogen vectors for laboratory testing."
304	"H. Della Coletta-Filho, S. A. Carvalho, L. F. Carvalho Silva and M. A. Machado"	"Seven years of negative detection results confirm that Xylella fastidiosa, the causal agent of CVC, is not transmitted from seeds to seedlings"	"Seven years of negative detection results confirm that Xylella fastidiosa, the causal agent of CVC, is not transmitted from seeds to seedlings | Knowledge about the mechanism of transmission of systemic pathogens of citrus species is highly important for the safe movement of citrus germplasm, management of citrus mother trees, and also production of young plants. Among systemic pathogens of citrus, Xylella fastidiosa the causal agent of the citrus variegated chlorosis (CVC), is one the most important pathogens causing decline in tree vigour and productivity. Seven-year experiments were conducted to evaluate the hypothesis of seed-to-seedling transmission of X. fastidiosa. This bacterium was found colonizing the fruit (exocarp, central axis and mesocarp) and the seed parts (seed coat and endosperm plus embryo). After 7 years of PCR assay, no positive PCR detection of X. fastidiosa was confirmed in seedlings propagated from the seeds infected with X. fastidiosa. This result demonstrates the lack of seed-to-seedling transmission of this bacterium."
300	"M. P. De Miranda, E. S. Villada, S. A. Lopes, A. Fereres and J. R. S. Lopes"	Influence of Citrus Plants Infected With Xylella fastidiosa on Stylet Penetration Activities of Bucephalogonia xanthophis (Hemiptera: Cicadellidae)	"Influence of Citrus Plants Infected With Xylella fastidiosa on Stylet Penetration Activities of Bucephalogonia xanthophis (Hemiptera: Cicadellidae) | Xylem colonization by Xylella fastidiosa promotes physiological, biochemical, and morphological alterations in citrus plants causing citrus variegated chlorosis (CVC) disease, which might infiuence the feeding behavior of vectors of this bacterial pathogen and its spread in citrus groves. By using the electrical penetration graph technique, we compared the numbers and durations of stylet penetration activities by adults of the sharpshooter vector Bucephalogonia xanthophis (Berg) (Hemiptera: Cicadellidae) on healthy and X. fastidiosa-infected sweet orange seedlings (Citrus sinensis (L.) Osbeck, cv. Pera). Infected plants were either symptomatic, exhibiting the typical CVC, symptoms or totally asymptomatic. The mean time needed to contact xylem and start xylem sap ingestion after the onset of the first probe was similar among treatments. However, the average time elapsed between the onset of the first probe and the beginning of sustained xylem ingestion (>5 min) was longer on plants with CVC symptoms than on infected asymptomatic or healthy plants. In addition, the length of time spent in ingestion activities was much shorter on symptomatic plants. Our results showed that CVC symptomatic citrus plants were a less acceptable host than uninfected or asymptomatic X. fastidiosa-infected plants. Furthermore, our results support the hypothesis that symptomless infected citrus treesmaybe more important as sources for CVC spread than severely diseased ones."
298	"L. De La Fuente, J. K. Parker, J. E. Oliver, S. Granger, P. M. Brannen, E. van Santen and P. A. Cobine"	The Bacterial Pathogen Xylella fastidiosa Affects the Leaf Ionome of Plant Hosts during Infection	"The Bacterial Pathogen Xylella fastidiosa Affects the Leaf Ionome of Plant Hosts during Infection | Xylella fastidiosa is a plant pathogenic bacterium that lives inside the host xylem vessels, where it forms biofilm believed to be responsible for disrupting the passage of water and nutrients. Here, Nicotiana tabacum was infected with X. fastidiosa, and the spatial and temporal changes in the whole-leaf ionome (i.e. the mineral and trace element composition) were measured as the host plant transitioned from healthy to diseased physiological status. The elemental composition of leaves was used as an indicator of the physiological changes in the host at a specific time and relative position during plant development. Bacterial infection was found to cause significant increases in concentrations of calcium prior to the appearance of symptoms and decreases in concentrations of phosphorous after symptoms appeared. Field-collected leaves from multiple varieties of grape, blueberry, and pecan plants grown in different locations over a four-year period in the Southeastern US showed the same alterations in Ca and P. This descriptive ionomics approach characterizes the existence of a mineral element-based response to X. fastidiosa using a model system suitable for further manipulation to uncover additional details of the role of mineral elements during plant-pathogen interactions. This is the first report on the dynamics of changes in the ionome of the host plant throughout the process of infection by a pathogen."
