,entity,kingdom,item_id,entity_id,PLPE,PLSP,PLDI,PAOR,TASP,LOCA,PREV,YEAR,ANME,length,n_occurr,in_first_100,sentiment,n_tokens,vector_norm,token_i,any_digits,all_digits,any_like_num,any_title,any_oov,any_propn,any_verb,any_nsubj,any_dobj,any_compound,eppo_n_results,eppo_code,eppo_type,is_preferred,lang,active,taxonomy,n_categ,n_distrib,n_pests,n_hosts,cat_n_results,is_accepted,is_extinct
13864,1317,animal,174,81,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,1,0,0.0,1,27.42831802368164,159,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13865,10,animal,174,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0.0,1,26.937986373901367,169,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13866,4/223,animal,174,83,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,1,0,0.0,1,22.8010196685791,200,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13867,prevalence,animal,175,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,1,0.0,1,25.97628402709961,0,0,0,0,1,1,0,0,1,0,0,0,,,,,,,,,,,0,,
13868,antibodies,animal,175,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,4,1,0.0,1,25.480850219726562,2,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13869,leishmania infantum,animal,175,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19,2,1,0.0,2,21.07323455810547,4,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
13870,toxoplasma gondii,animal,175,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17,2,1,0.0,2,20.840253829956055,7,0,0,0,1,1,1,0,0,0,1,1,TOXPGO,0.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0,,
13871,horses,animal,175,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6,2,1,0.0,1,27.271831512451172,10,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,1,0.0,
13872,the north,animal,175,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9,3,1,0.0,2,21.011253356933594,12,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13873,portugal | background,animal,175,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,1,0,0.0,3,19.395692825317383,15,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
13874,leishmania infantum,animal,175,8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19,2,1,0.0,2,19.81721305847168,19,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
13875,toxoplasma gondii,animal,175,9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17,2,1,0.0,2,21.903833389282227,22,0,0,0,1,1,1,0,0,0,1,1,TOXPGO,0.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0,,
13876,zoonotic and economic importance,animal,175,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,1,0,0.0,4,19.637067794799805,27,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13877,prevalences,animal,175,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1,0,0.0,1,23.453859329223633,32,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13878,antibodies,animal,175,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,4,1,0.0,1,25.804428100585938,34,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13879,these agents,animal,175,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,0,0.0,2,19.047618865966797,36,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13880,173 horses,animal,175,14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10,1,0,0.0,2,19.744009017944336,41,1,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13881,the north,animal,175,15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9,3,1,0.0,2,20.993541717529297,44,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13882,portugal,animal,175,16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8,2,0,0.0,1,24.391983032226562,47,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,3,1.0,0.0
13883,findings,animal,175,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1,0,0.0,1,25.986040115356445,49,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13884,antibodies,animal,175,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,4,1,0.0,1,25.02707290649414,51,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13885,the direct agglutination test,animal,175,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29,1,0,0.0,4,17.623218536376953,58,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,0,,
13886,dat,animal,175,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1,0,0.0,1,26.65634536743164,63,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,7,0.0,
13887,4.0%,animal,175,21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,1,0,0.0,2,22.25244903564453,68,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13888,dat titres,animal,175,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,1,0,0.0,2,19.161645889282227,75,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,,,0,,
13889,â‰¥,animal,175,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0.0,1,21.58625602722168,92,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,0,,
13890,antibodies,animal,175,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,4,1,0.0,1,24.038009643554688,100,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13891,t. gondii,animal,175,25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9,2,0,0.0,2,21.065963745117188,102,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
13892,the modified agglutination test,animal,175,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31,1,0,0.0,4,16.668611526489258,107,0,0,0,0,1,0,1,0,0,1,0,,,,,,,,,,,0,,
13893,mat,animal,175,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1,0,0.0,1,28.561038970947266,112,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,62,1.0,0.0
13894,23 (13.3%) horses,animal,175,28,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17,1,0,0.0,6,14.303586959838867,115,1,0,1,0,1,0,0,1,0,0,0,,,,,,,,,,,0,,
13895,mat titres,animal,175,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,1,0,0.0,2,20.559690475463867,124,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,,,0,,
13896,no statistical differences,animal,175,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,1,0,0.0,3,15.278655052185059,156,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13897,equine categories,animal,175,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,1,0,0.0,2,20.148822784423828,162,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,0,,
13898,gender,animal,175,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,0.0,1,23.572118759155273,165,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13899,gelding,animal,175,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,0,0.0,1,22.058862686157227,171,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13900,age,animal,175,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0.0,1,24.810836791992188,174,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,4,1.0,0.0
13901,7-12 and 13-30 years,animal,175,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,1,0,0.0,8,18.94159698486328,180,1,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13902,type,animal,175,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0.0,1,24.953807830810547,190,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,10,0.0,
13903,housing,animal,175,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,0,0.0,1,24.854806900024414,192,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13904,indoors,animal,175,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,0,0.0,1,26.414813995361328,194,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13905,ability,animal,175,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,0,0.0,1,27.238113403320312,201,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13906,recreation,animal,175,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,0,0.0,1,24.78524398803711,203,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13907,farming,animal,175,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,0,0.0,1,24.70331573486328,205,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13908,sports,animal,175,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,0.0,1,23.965314865112305,207,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13909,clinical status,animal,175,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,1,0,0.0,2,20.790916442871094,210,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13910,both agents,animal,175,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1,0,0.0,2,19.14109230041504,219,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13911,conclusions,animal,175,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1,0,0.0,1,24.183265686035156,222,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13912,horses,animal,175,46,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6,2,1,0.0,1,26.88542938232422,224,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,1,0.0,
13913,l. infantum,animal,175,47,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,1,0,0.0,2,19.331783294677734,233,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
13914,t. gondii,animal,175,48,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9,2,0,0.0,2,20.642803192138672,236,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
13915,the north,animal,175,49,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9,3,1,0.0,2,21.318471908569336,239,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13916,portugal,animal,175,50,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8,2,0,0.0,1,24.005107879638672,242,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,3,1.0,0.0
13917,â,animal,175,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,1,23.071443557739258,244,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,0,,
13918,173,animal,175,52,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,1,0,0.0,1,27.63440704345703,41,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13919,seven,animal,175,53,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,1,0,0.0,1,24.942596435546875,66,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13920,4.0,animal,175,54,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,1,0,0.0,1,30.1943359375,68,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13921,200,animal,175,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0.0,1,25.10755729675293,78,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13922,5,animal,175,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,0.0,1,24.788684844970703,82,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13923,800,animal,175,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0.0,1,27.080242156982422,85,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13924,1,animal,175,58,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2,0,0.0,1,24.65078353881836,89,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13925,1600,animal,175,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0.0,1,24.122947692871094,93,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13926,1,animal,175,60,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2,0,0.0,1,25.162708282470703,97,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13927,23,animal,175,61,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1,0,0.0,1,26.221473693847656,115,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13928,13.3,animal,175,62,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,1,0,0.0,1,29.35064697265625,117,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13929,20,animal,175,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0.0,1,24.60611343383789,127,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13930,13,animal,175,64,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2,0,0.0,1,25.96926498413086,131,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13931,40,animal,175,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0.0,1,24.610326766967773,134,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13932,5,animal,175,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,0.0,1,24.87103843688965,138,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13933,80,animal,175,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0.0,1,24.379919052124023,141,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13934,3,animal,175,68,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.0,1,24.672718048095703,145,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13935,160,animal,175,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0.0,1,24.21927261352539,149,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13936,2,animal,175,70,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.0,1,24.567821502685547,153,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13937,1.5,animal,175,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0.0,1,27.19884490966797,176,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13938,6,animal,175,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,1,27.21563148498535,178,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13939,7,animal,175,73,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0.0,1,27.097139358520508,180,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13940,12,animal,175,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0.0,1,27.914087295532227,182,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13941,13,animal,175,75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2,0,0.0,1,26.923803329467773,184,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13942,30,animal,175,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0.0,1,29.111888885498047,186,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13943,first evidence,animal,176,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,1,1,0.0,2,19.413118362426758,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13944,anaplasma platys,animal,176,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16,2,1,0.0,2,17.94243049621582,3,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,1,1.0,0.0
13945,hepatozoon canis co-infection,animal,176,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29,1,1,0.0,5,16.284526824951172,6,0,0,0,1,1,1,1,0,0,1,0,,,,,,,,,,,0,,
13946,a dog,animal,176,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,2,1,0.0,2,21.090457916259766,12,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13947,romania - a case report,animal,176,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23,1,0,0.0,5,16.47510528564453,15,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
13948,anaplasma platys,animal,176,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16,2,1,0.0,2,21.085485458374023,21,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,1,1.0,0.0
13949,north america,animal,176,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,1,0,0.0,2,25.305339813232422,29,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
13950,"a rickettsia-like, platelet-specific organism",animal,176,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,1,0,0.0,9,12.179971694946289,32,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,0,,
13951,dogs,animal,176,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,1,0,0.0,1,23.89765739440918,42,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,1,0.0,
13952,infectious canine cyclic thrombocytopenia,animal,176,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,1,0,0.0,4,18.035432815551758,44,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,0,,
13953,europe,animal,176,11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6,1,0,0.0,1,27.600950241088867,50,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,2,0.0,
13954,a. platys,animal,176,12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9,2,0,0.0,2,20.7726993560791,52,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
13955,some mediterranean countries,animal,176,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,1,0,0.0,3,15.322294235229492,61,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,0,,
13956,we,animal,176,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0.0,1,26.473533630371094,67,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,0,,
13957,a case,animal,176,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,1,0.0,2,22.568073272705078,69,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,0,,
13958,a. platys infection,animal,176,16,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19,2,0,0.0,3,18.83556365966797,72,0,0,0,1,1,0,0,0,0,1,0,,,,,,,,,,,0,,
13959,a dog,animal,176,17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,2,1,0.0,2,20.99951934814453,76,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13960,romania,animal,176,18,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7,2,1,0.0,1,26.630704879760742,79,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,3,1.0,1.0
13961,pcr,animal,176,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1,0,0.0,1,26.846567153930664,83,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,0,,
13962,the dog,animal,176,20,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7,1,0,0.0,2,19.472719192504883,87,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,0,,
13963,a co-infection,animal,176,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2,0,0.0,4,15.19970989227295,90,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,0,,
13964,hepatozoon canis,animal,176,22,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16,1,1,0.0,2,18.166711807250977,95,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
13965,our knowledge,animal,176,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,1,0,0.0,2,18.277469635009766,102,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13966,the first case,animal,176,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2,0,0.0,3,18.88276481628418,107,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13967,a. platys infection,animal,176,25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19,2,0,0.0,3,18.986270904541016,111,0,0,0,1,1,0,0,0,0,1,0,,,,,,,,,,,0,,
13968,romania,animal,176,26,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7,2,1,0.0,1,25.60138702392578,115,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,3,1.0,1.0
13969,the first case,animal,176,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2,0,0.0,3,18.46608543395996,117,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13970,a co-infection,animal,176,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2,0,0.0,4,15.398488998413086,121,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13971,a. platys,animal,176,29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9,2,0,0.0,2,19.26998519897461,126,0,0,0,1,1,0,0,0,0,1,0,,,,,,,,,,,0,,
13972,both pathogens,animal,176,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,1,0,0.0,2,17.781553268432617,133,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13973,possible disease agents,animal,176,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,1,0,0.0,3,18.26141929626465,139,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,0,,
13974,disease,animal,176,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,0,0.0,1,26.877628326416016,146,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,16,1.0,0.0
13975,tick bite,animal,176,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1,0,0.0,2,19.289962768554688,149,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,0,,
13976,south-eastern europe,animal,176,34,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20,1,0,0.0,4,15.728910446166992,152,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,0,,
13977,â,animal,176,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,1,22.608821868896484,157,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,0,,
13978,molecular investigations,animal,177,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,1,1,0.0,2,19.058942794799805,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13979,hepatozoon species,animal,177,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18,2,1,0.0,2,20.12887954711914,3,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
13980,dogs and developmental stages,animal,177,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29,1,1,0.0,4,17.360578536987305,6,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13981,rhipicephalus sanguineus,animal,177,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24,2,0,0.0,2,20.0023193359375,11,0,0,0,1,1,1,0,0,0,1,1,RHIPSA,2.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,18,1.0,0.0
13982,the occurrence,animal,177,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,1,0,0.0,2,18.96518325805664,14,0,0,0,1,1,0,0,1,0,0,0,,,,,,,,,,,0,,
13983,distribution,animal,177,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,0,0.0,1,26.313047409057617,17,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13984,hepatozoon species,animal,177,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18,2,1,0.0,2,19.71321678161621,19,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
13985,stray dogs,animal,177,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10,1,0,0.0,2,18.740020751953125,22,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13986,the developmental stages,animal,177,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,1,0,0.0,3,16.461793899536133,26,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13987,rhipicephalus sanguineus,animal,177,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24,2,0,0.0,2,21.257606506347656,30,0,0,0,1,1,1,0,0,0,1,1,RHIPSA,2.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,18,0.0,
